,a0,alpha,delta,gamma,omega,eta,wiggles
0,19.8940499984664,1e-06,0.2636095819460439,1.4,15.787001689969417,0.8999999999999967,no
1,17.10332441933441,1e-06,0.1932209680626179,1.4,19.849610857905155,0.8253968253968254,no
2,17.76534683440476,1e-06,0.2731916441115006,1.4,18.92477847417406,0.803030303030303,no
3,21.71733710383974,1e-06,0.2776554880181027,1.4,25.65939175682436,0.7551020408163265,no
4,14.89780054998008,1e-06,0.1962610688688901,1.4,26.062092482854005,0.5510204081632653,no
5,12.452064093345204,1e-06,0.236924408233857,1.4,20.60403557128552,0.5245901639344263,no
