,fom,rom,srom,piston
0.4880000000000004,4.585345239992009,4.293045367432959,4.563212072586053,-0.8483129733395157
0.4900000000000004,4.240843334864053,3.9551487335553683,4.217508861184797,-1.239518097456334
0.4920000000000004,3.8696744186004004,3.5945870147483254,3.8451643964337405,-1.6273774953010405
0.4940000000000004,3.471547011354325,3.2112280277706127,3.445923382082787,-2.0108442508343027
0.4960000000000004,3.0466657144117013,2.805381681763141,3.0200301680098236,-2.38888330470437
0.4980000000000004,2.595826582320791,2.3779044008609787,2.5683190610786535,-2.760474248095083
0.5000000000000003,2.1204879119620728,1.930265053681356,2.0922786784832446,-3.124614077029049
0.5020000000000003,1.6227982356562873,1.4646166749644247,1.5940722099654412,-3.4803198996914144
0.5040000000000003,1.1055957673688126,0.9837981674651278,1.0765267465816548,-3.8266315894664436
0.5060000000000003,0.5723421977798434,0.49133046358225035,0.5430683352445863,-4.16261437652611
0.5080000000000003,0.027016729650015968,-0.008605095919361094,-0.0023594147461663633,-4.487361370975091
0.5100000000000003,-0.5260129243678437,-0.5112412602185806,-0.5553869948248145,-4.799996010741926
0.5120000000000003,-1.0821727405050472,-1.0112275194297102,-1.1113225005509255,-5.099674427608806
0.5140000000000003,-1.6368126430843855,-1.5027741076129313,-1.6652543804800635,-5.385587724993613
0.5160000000000003,-2.185364186546644,-1.97986193392973,-2.2122627138815556,-5.656964161336026
0.5180000000000003,-2.7234385390640905,-2.436759178191022,-2.7477614624338162,-5.9130712331941115
0.5200000000000004,-3.2469373151948306,-2.868693572910686,-3.2679580603108795,-6.153217652428922
0.5220000000000004,-3.7520806271771816,-3.2730719925624028,-3.7702415068383837,-6.376755212140014
0.5240000000000004,-4.23545444281099,-3.650330979806047,-4.2530833572734394,-6.583080536315494
0.5260000000000004,-4.694000099862275,-4.0047060541769435,-4.7152056801651,-6.771636708473769
0.5280000000000004,-5.125043649562026,-4.3437678043463555,-5.1540992185541645,-6.9419147749010905
0.5300000000000004,-5.526250385307898,-4.677254339643487,-5.564820247110252,-7.093455118427225
0.5320000000000004,-5.895624309690874,-5.014842067399044,-5.940163251169402,-7.225848699031159
0.5340000000000004,-6.231481826648779,-5.363632315912268,-6.272720527993281,-7.338738157928234
0.5360000000000004,-6.532433557094971,-5.725590424865626,-6.557897784906399,-7.431818782158419
0.5380000000000004,-6.797377306017965,-6.095405597610407,-6.796144320056982,-7.504839327072242
0.5400000000000004,-7.025454640917584,-6.459806624088169,-6.993000037211302,-7.557602694494189
0.5420000000000004,-7.216063001060137,-6.799846867704914,-7.1569245632128276,-7.58996646473314
0.5440000000000004,-7.368813842661507,-7.096286340639344,-7.2955926952270636,-7.601843281003757
0.5460000000000004,-7.4835595459450435,-7.334715325959514,-7.4120546608990825,-7.593201085221282
0.5480000000000004,-7.560326800782727,-7.505291611057402,-7.502866149921583,-7.564063204533212
0.5500000000000004,-7.599358038683529,-7.597211447366635,-7.560182591135885,-7.514508288354291
0.5520000000000004,-7.60108541299795,-7.597488455103695,-7.57686001871816,-7.444670096074807
0.5540000000000004,-7.566105479511718,-7.504313466858007,-7.550352554815635,-7.354737136015206
0.5560000000000004,-7.4951976648930305,-7.347735502555559,-7.482520561996797,-7.244952156601521
0.5580000000000004,-7.389308850627246,-7.189506616745079,-7.377118113258962,-7.115611491135111
0.5600000000000004,-7.249541229307778,-7.081538937554509,-7.237877927951709,-6.967064257925243
