,50.0,100.0,200.0,300.0,500.0,1000.0
0.0,1.0,1.0,1.0,0.9999999999999998,0.9999999999999994,0.9999999999999994
0.001503006012024048,1.0,1.0,1.0,0.9999999999999991,0.9999999999999992,0.9999999999999974
0.003006012024048096,1.0,1.0,1.0000000000000002,0.9999999999999972,0.9999999999999992,0.999999999999993
0.0045090180360721445,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9999999999999961,1.0,0.9999999999999811
0.006012024048096192,1.0000000000000002,1.0000000000000002,1.0000000000000007,0.999999999999993,1.0000000000000007,0.9999999999999623
0.00751503006012024,1.0000000000000007,1.0000000000000007,1.0000000000000016,0.9999999999999893,1.0000000000000016,0.9999999999999346
0.009018036072144289,1.0000000000000007,1.0000000000000007,1.0000000000000018,0.9999999999999835,1.0000000000000027,0.9999999999998958
0.010521042084168337,1.000000000000001,1.0000000000000009,1.0000000000000024,0.9999999999999758,1.0000000000000044,0.9999999999998469
0.012024048096192385,1.0000000000000013,1.0000000000000009,1.0000000000000036,0.9999999999999665,1.0000000000000069,0.9999999999997888
0.013527054108216433,1.0000000000000016,1.0000000000000013,1.0000000000000049,0.9999999999999556,1.0000000000000102,0.999999999999719
0.01503006012024048,1.0000000000000016,1.0000000000000013,1.000000000000006,0.9999999999999424,1.0000000000000144,0.9999999999996426
0.016533066132264528,1.0000000000000018,1.0000000000000018,1.0000000000000073,0.9999999999999274,1.0000000000000195,0.9999999999995538
0.018036072144288578,1.0000000000000022,1.0000000000000018,1.0000000000000087,0.999999999999911,1.0000000000000258,0.9999999999994524
0.019539078156312624,1.0000000000000022,1.000000000000002,1.0000000000000107,0.9999999999998933,1.0000000000000322,0.9999999999993431
0.021042084168336674,1.0000000000000029,1.0000000000000024,1.0000000000000133,0.9999999999998747,1.0000000000000397,0.9999999999992243
0.02254509018036072,1.000000000000003,1.0000000000000024,1.0000000000000164,0.9999999999998563,1.000000000000049,0.9999999999990966
0.02404809619238477,1.0000000000000033,1.0000000000000029,1.00000000000002,0.9999999999998364,1.000000000000059,0.9999999999989612
0.02555110220440882,1.000000000000004,1.000000000000003,1.0000000000000244,0.9999999999998148,1.00000000000007,0.9999999999988176
0.027054108216432865,1.000000000000004,1.0000000000000036,1.000000000000029,0.9999999999997919,1.000000000000082,0.9999999999986606
0.028557114228456915,1.000000000000004,1.000000000000004,1.0000000000000338,0.9999999999997674,1.0000000000000941,0.9999999999984938
0.03006012024048096,1.000000000000004,1.0000000000000042,1.0000000000000382,0.9999999999997405,1.0000000000001068,0.9999999999983166
0.03156312625250501,1.0000000000000044,1.0000000000000047,1.0000000000000435,0.9999999999997096,1.0000000000001212,0.9999999999981297
0.033066132264529056,1.000000000000004,1.000000000000005,1.0000000000000486,0.9999999999996741,1.0000000000001363,0.9999999999979307
0.034569138276553106,1.0000000000000036,1.000000000000005,1.0000000000000546,0.9999999999996346,1.0000000000001525,0.9999999999977206
0.036072144288577156,1.0000000000000033,1.0000000000000056,1.0000000000000602,0.9999999999995907,1.0000000000001699,0.9999999999974994
0.037575150300601205,1.000000000000003,1.000000000000006,1.0000000000000664,0.9999999999995418,1.0000000000001885,0.9999999999972622
0.03907815631262525,1.0000000000000024,1.0000000000000064,1.000000000000073,0.9999999999994867,1.000000000000208,0.9999999999970057
0.0405811623246493,1.0000000000000016,1.0000000000000064,1.0000000000000797,0.9999999999994263,1.0000000000002294,0.9999999999967305
0.04208416833667335,1.0000000000000009,1.0000000000000069,1.0000000000000862,0.99999999999936,1.000000000000252,0.9999999999964324
0.0435871743486974,0.9999999999999997,1.000000000000007,1.0000000000000926,0.9999999999992875,1.0000000000002758,0.99999999999611
0.04509018036072144,0.9999999999999988,1.0000000000000073,1.0000000000000995,0.999999999999209,1.0000000000003009,0.999999999995757
0.04659318637274549,0.9999999999999974,1.0000000000000078,1.0000000000001061,0.9999999999991229,1.0000000000003275,0.9999999999953665
0.04809619238476954,0.9999999999999962,1.0000000000000078,1.0000000000001124,0.9999999999990286,1.0000000000003544,0.9999999999949317
0.04959919839679359,0.9999999999999947,1.000000000000008,1.000000000000118,0.9999999999989252,1.000000000000382,0.9999999999944456
0.05110220440881764,0.9999999999999937,1.000000000000008,1.0000000000001221,0.9999999999988086,1.0000000000004095,0.9999999999938993
0.05260521042084168,0.9999999999999918,1.000000000000008,1.0000000000001248,0.9999999999986764,1.0000000000004363,0.9999999999932797
0.05410821643286573,0.9999999999999906,1.0000000000000075,1.000000000000126,0.9999999999985253,1.0000000000004627,0.9999999999925754
0.05561122244488978,0.999999999999989,1.000000000000007,1.0000000000001248,0.9999999999983523,1.0000000000004883,0.9999999999917644
0.05711422845691383,0.9999999999999875,1.0000000000000067,1.0000000000001197,0.9999999999981547,1.0000000000005118,0.9999999999908222
0.05861723446893787,0.9999999999999857,1.0000000000000053,1.0000000000001097,0.999999999997925,1.0000000000005318,0.9999999999897214
0.06012024048096192,0.9999999999999833,1.000000000000004,1.000000000000094,0.9999999999976594,1.000000000000547,0.9999999999884192
0.06162324649298597,0.9999999999999807,1.0000000000000024,1.0000000000000724,0.9999999999973506,1.0000000000005564,0.9999999999868717
0.06312625250501001,0.9999999999999774,1.0,1.0000000000000417,0.9999999999969921,1.0000000000005578,0.9999999999850303
0.06462925851703406,0.9999999999999736,0.9999999999999977,1.0000000000000024,0.9999999999965774,1.0000000000005507,0.9999999999828377
0.06613226452905811,0.9999999999999688,0.9999999999999944,0.9999999999999518,0.9999999999960961,1.0000000000005345,0.999999999980231
