,which,timesteps,mass,mass_change,outflow
0,rom,0.002,1.0002060860605624,0.045512630632970286,6.037773295147402e-08
1,rom,0.004,1.0002743351213454,0.022736430150105402,-6.087504274444884e-06
2,rom,0.006,1.0002970317811628,0.007077155474544128,2.0724282741349444e-05
3,rom,0.008,1.0003026437432436,0.0014868787808763884,-5.733657411414571e-05
4,rom,0.01,1.0003029792962863,0.00017791337841854826,-2.217361327644343e-05
5,rom,0.012,1.0003033553967573,4.234399575420156e-05,3.213067043648363e-05
6,rom,0.014,1.0003031486722693,-0.0006015712107343418,-7.518145945943366e-05
7,rom,0.016,1.0003009491119144,-0.0011167923918420364,-0.00017347883833306477
8,rom,0.018000000000000002,1.000298681502702,-0.0005280208783542406,-8.437453880485218e-05
9,rom,0.020000000000000004,1.000298837028401,0.00041803840328258346,1.136618568925351e-06
10,rom,0.022000000000000006,1.000300353656315,0.0003078597062278199,-0.00014472708118355043
11,rom,0.024000000000000007,1.0003000684672259,-0.000737728335531429,-0.00036350630595511984
12,rom,0.02600000000000001,1.000297402742973,-0.00118922919084552,-0.00034808340681172093
13,rom,0.02800000000000001,1.0002953115504625,-0.00027178101386082787,-0.00014890827426860146
14,rom,0.030000000000000013,1.0002963156189175,0.0009542443868970629,-0.00013240478093285257
15,rom,0.032000000000000015,1.00029912852801,0.0009573745060054151,-0.0004497307608574518
16,rom,0.034000000000000016,1.0003001451169415,-0.0003650994866433166,-0.0008113406281268508
17,rom,0.03600000000000002,1.0002976681300635,-0.001628712030354862,-0.0009156501970054387
18,rom,0.03800000000000002,1.0002936302688201,-0.001724412488524063,-0.0009800752677644822
19,rom,0.04000000000000002,1.0002907704801094,-0.0013403887060836617,-0.001720386086088338
20,rom,0.04200000000000002,1.0002882687139958,-0.0026780805414960973,-0.0039042472577075706
21,rom,0.044000000000000025,1.0002800581579434,-0.00794225308442531,-0.008236261869997185
22,rom,0.04600000000000003,1.000256499701658,-0.01856717718690115,-0.01604585674402699
23,rom,0.04800000000000003,1.0002057894491958,-0.03639718701853312,-0.030402209852198714
24,rom,0.05000000000000003,1.000110910953584,-0.06600253894231689,-0.056861009623777596
25,rom,0.05200000000000003,0.9999417792934265,-0.11610898760677779,-0.1035331794578309
26,rom,0.054000000000000034,0.9996464750031568,-0.19896816107969895,-0.18093411427836292
27,rom,0.056000000000000036,0.9991459066491077,-0.32828525417347154,-0.3020119532480744
28,rom,0.05800000000000004,0.998333333986463,-0.516801114477744,-0.4815367924263039
29,rom,0.06000000000000004,0.9970787021911968,-0.7733075785513188,-0.7328479821476444
30,rom,0.06200000000000004,0.9952401036722577,-1.0982229526922127,-1.060857942194896
31,rom,0.06400000000000004,0.9926858103804279,-1.4791884009858758,-1.4541404060110932
32,rom,0.06600000000000004,0.9893233500683142,-1.89128266140412,-1.8832604881621835
33,rom,0.06800000000000005,0.9851206797348114,-2.3050275109906257,-2.3109512277601616
34,rom,0.07000000000000005,0.9801032400243517,-2.6985475017673455,-2.7096444947005427
35,rom,0.07200000000000005,0.974326489727742,-3.065253693786296,-3.072978022035858
36,rom,0.07400000000000005,0.9678422252492065,-3.411735805173677,-3.4125341287382382
37,rom,0.07600000000000005,0.9606795465070473,-3.748731257776777,-3.7444393852126425
38,rom,0.07800000000000006,0.9528473002180994,-4.082595026216357,-4.077361163263779
