dt,L2,Gap
0.1,0.4203465185804518,1.1608929331990006
0.01,0.03386336824458749,3.5683630752957924
0.001,0.0013648728084860123,4.224452941531229
0.0001,4.214591279295463e-05,13.438611858759876
