,fom,rom,srom,piston
0.04000000000000002,-0.030338453533326464,0.0190911876397026,0.019091969301124275,-6.552822089252153
0.04200000000000002,-0.061459681328529955,-0.011020240337254723,-0.01102026727352991,-6.744115772128753
0.044000000000000025,-0.12170218734892721,-0.0813541320593538,-0.08135443579877764,-6.91720563420816
0.04600000000000003,-0.23313865546480428,-0.21877020259120386,-0.2187705053650365,-7.07162446867816
0.04800000000000003,-0.4290500438585779,-0.4577635894140721,-0.45776366854192635,-7.206955465850813
0.05000000000000003,-0.752995926964392,-0.8344737307517066,-0.8344731408241836,-7.322833338221564
0.05200000000000003,-1.24784098628757,-1.3716979174607526,-1.3716960788368955,-7.418945306458877
0.054000000000000034,-1.9282884829457847,-2.0572861483054035,-2.057283181777137,-7.495031943663011
0.056000000000000036,-2.746196631445856,-2.8315518352760694,-2.8315495991050152,-7.550887875615089
0.05800000000000004,-3.587756532508389,-3.604540004732885,-3.604542679723936,-7.586362335126343
0.06000000000000004,-4.332994407427606,-4.300445466337122,-4.300458505691374,-7.601359568991211
0.06200000000000004,-4.930456325979195,-4.892405889659769,-4.892433713456549,-7.595839096445875
0.06400000000000004,-5.407462217309767,-5.396967839885619,-5.397012083175519,-7.56981581843456
0.06600000000000004,-5.817911407412882,-5.841112587449906,-5.841171217474713,-7.523359977388662
0.06800000000000005,-6.193137248304202,-6.237208356128044,-6.2372748097852,-7.456596967627314
0.07000000000000005,-6.5334661211174465,-6.582302392932107,-6.582365155890604,-7.369706996891105
0.07200000000000005,-6.827447410892738,-6.8706791038968795,-6.870723942245965,-7.262924599922585
0.07400000000000005,-7.069184594488555,-7.102205791409743,-7.102221831272925,-7.13653800540649
0.07600000000000005,-7.260807453993644,-7.281469190611455,-7.281455870723874,-6.9908883579784575
0.07800000000000006,-7.406899252812654,-7.41374994481227,-7.413718914437049,-6.82636879740217
0.08000000000000006,-7.51061099504008,-7.503205017346664,-7.503173637154143,-6.643423397400497
0.08200000000000006,-7.573648784059284,-7.553122318777294,-7.553103128413152,-6.44254596700487
0.08400000000000006,-7.597510735997628,-7.566215072618917,-7.566209535778077,-6.224278717658371
0.08600000000000006,-7.584028508675617,-7.5445043571860975,-7.5445054536671545,-5.989210799670287
0.08800000000000006,-7.535240637662518,-7.48944522460666,-7.489445081080965,-5.737976711972544
0.09000000000000007,-7.4531990477202426,-7.4024340978051,-7.402429818995051,-5.471254589470463
0.09200000000000007,-7.3399275792479575,-7.285202814004193,-7.2851966281953695,-5.189764372610608
0.09400000000000007,-7.1974497698272355,-7.139795480560958,-7.139791167345258,-4.894265864106492
0.09600000000000007,-7.027802719304973,-6.9683164897479735,-6.96831606857948,-4.585556678067414
0.09800000000000007,-6.833029986756796,-6.772760739520728,-6.772763494442907,-4.264470087066241
0.10000000000000007,-6.6151702353920765,-6.5550184416427495,-6.555021978822344,-3.931872772957264
0.10200000000000008,-6.376248250910613,-6.3169538885632885,-6.316955933019863,-3.588662487515252
0.10400000000000008,-6.118267056230524,-6.060450632805553,-6.060450254465873,-3.235765629210076
0.10600000000000008,-5.843199747853612,-5.787400407373675,-5.7873980776364,-2.8741347426577453
0.10800000000000008,-5.552981100681293,-5.499668154421043,-5.499664976033055,-2.5047459474973564
0.11000000000000008,-5.249499264427434,-5.199064841036796,-5.199061729269018,-2.12859630363399
0.11200000000000009,-4.934587669665668,-4.887337120996946,-4.887334380422486,-1.7467011199593026
0.11400000000000009,-4.61001722713177,-4.566167352598542,-4.566164791391454,-1.3600912138141883
0.11600000000000009,-4.277488993866708,-4.237174754781553,-4.237172125943813,-0.9698101285908007
0.11800000000000009,-3.938627512318309,-3.9019127912276,-3.901909943396657,-0.5769113169841966
0.12000000000000009,-3.5949749782095872,-3.561862785457661,-3.561859658457363,-0.1824552974966643
0.1220000000000001,-3.247986325615008,-3.218426591846034,-3.218423340759595,0.21249320813009695
0.1240000000000001,-2.899025278888631,-2.872920930625902,-2.872917779316041,0.6068681488282419
0.12600000000000008,-2.549361408280136,-2.526574113710143,-2.526571187787334,0.9996050217051805
0.12800000000000009,-2.2001682166126892,-2.180524549247438,-2.1805218997750937,1.3896437453661379
0.1300000000000001,-1.8525222647272759,-1.835820331790826,-1.8358179376222545,1.775931521302095
0.1320000000000001,-1.5074033153347186,-1.4934192690599601,-1.4934170938987956,2.157425675619711
0.1340000000000001,-1.1656954465529659,-1.1541895903877004,-1.154187649397779,2.533096473442686
0.1360000000000001,-0.8281890632408863,-0.8189114003552564,-0.8189096097448543,2.901929898387941
0.1380000000000001,-0.4955837171851134,-0.48827873523570847,-0.4882770356108742,3.2629303896142066
0.1400000000000001,-0.1684916350230351,-0.16290268052272933,-0.16290107546734664,3.615123529055124
0.1420000000000001,0.15255815551071655,0.15668493162447192,0.15668631123534252,3.9575586715834445
0.1440000000000001,0.46711521502454495,0.47002732392321284,0.4700284965746604,4.289311511006945
