,fom,rom,srom,piston
0.002,7.968967506107508e-06,7.959303050785587e-06,7.969382637430104e-06,-0.3948159978231705
0.004,-0.00012011778207925905,0.0007997895522383327,0.0008006229297517159,-0.7885663022456202
0.006,-0.00031785001000408626,0.0028545470325308533,0.0028559010324172556,-1.1801880964025582
0.008,-0.0005990753142219547,0.006367762315487852,0.006372837971203792,-1.568624308736793
0.01,-0.001078288624612826,0.011124870172285436,0.011125826377478746,-1.9528264662624828
0.012,-0.002113073134947635,0.016327067624736593,0.016310801562517255,-2.331757524619507
0.014,-0.004675907091195209,0.02020283955839074,0.020046296893481398,-2.7043946672795167
0.016,-0.011158608894892993,0.018426158836732334,0.01820221648143665,-3.06973206634801
0.018000000000000002,-0.02686794381070073,0.002461061333201973,0.002422224957352864,-3.42678359751042
0.020000000000000004,-0.06236330594521114,-0.04285366317260942,-0.042281176901290435,-3.774585501793997
0.022000000000000006,-0.13632339884513167,-0.1399317699520207,-0.13919455745459539,-4.1121989869608235
0.024000000000000007,-0.27747340430278,-0.3179383790806497,-0.3179800646782713,-4.438712761510225
0.02600000000000001,-0.5221885482603751,-0.6071157586155947,-0.6076996795394405,-4.753245494450782
0.02800000000000001,-0.9022227512327485,-1.0223842848411946,-1.0226818411321956,-5.054948194202461
0.030000000000000013,-1.4205114619275137,-1.5448018118846272,-1.5444466166657587,-5.3430065002077205
0.032000000000000015,-2.0295894572199593,-2.1193447055727757,-2.11905523695817,-5.61664288106603
0.034000000000000016,-2.646251776315299,-2.683904592997766,-2.6839721759081243,-5.875118733258548
0.03600000000000002,-3.207097180485084,-3.2065923577019686,-3.206110963370566,-6.117736374798094
0.03800000000000002,-3.7064563864229245,-3.6937818621861362,-3.6925193488411354,-6.343840928423053
0.04000000000000002,-4.173176363301473,-4.164430833348889,-4.163366896910679,-6.552822089252153
0.04200000000000002,-4.625758707853963,-4.623556521492163,-4.6234789347479905,-6.744115772128753
0.044000000000000025,-5.059880699821393,-5.061399744006135,-5.062160064223259,-6.91720563420816
0.04600000000000003,-5.465235907991011,-5.469006216449072,-5.469918430443625,-7.07162446867816
0.04800000000000003,-5.837748303253652,-5.845134426675675,-5.845518790774532,-7.206955465850813
0.05000000000000003,-6.177127113454473,-6.190449534954657,-6.190166112344261,-7.322833338221564
0.05200000000000003,-6.482544808077218,-6.502583331194245,-6.50218077430214,-7.418945306458877
0.054000000000000034,-6.752611635397927,-6.777578993501574,-6.777386401296754,-7.495031943663011
0.056000000000000036,-6.986279596794293,-7.012034963959757,-7.011971444197317,-7.550887875615089
0.05800000000000004,-7.182851593111573,-7.204642538190658,-7.204622388571122,-7.586362335126343
0.06000000000000004,-7.3418544803124846,-7.356776633971289,-7.356859319598283,-7.601359568991211
0.06200000000000004,-7.463022978880609,-7.471034112638776,-7.47116244902994,-7.595839096445875
0.06400000000000004,-7.546304189804567,-7.54884817881969,-7.548905841238939,-7.56981581843456
0.06600000000000004,-7.591848288769332,-7.590152502139826,-7.590127520743205,-7.523359977388662
0.06800000000000005,-7.600004292043686,-7.595024297887574,-7.594983540848905,-7.456596967627314
0.07000000000000005,-7.571307755647332,-7.5645570320783335,-7.5645448141877605,-7.369706996891105
0.07200000000000005,-7.506481654876741,-7.500002933545765,-7.5000057511840685,-7.262924599922585
0.07400000000000005,-7.406417991025375,-7.401888910037224,-7.401892686957941,-7.13653800540649
0.07600000000000005,-7.272186749622378,-7.270302604283406,-7.270317662387743,-6.9908883579784575
0.07800000000000006,-7.105015771771035,-7.10545088581416,-7.105478376253412,-6.82636879740217
0.08000000000000006,-6.9062952466130385,-6.9079191993923335,-6.907936177728459,-6.643423397400497
0.08200000000000006,-6.6775633325213954,-6.678987556887646,-6.67899782327564,-6.44254596700487
0.08400000000000006,-6.420499409898696,-6.420860059677272,-6.420869235893569,-6.224278717658371
0.08600000000000006,-6.136908055359094,-6.136346202745007,-6.136378710943213,-5.989210799670287
0.08800000000000006,-5.828720565098348,-5.828092962634227,-5.828113834132579,-5.737976711972544
0.09000000000000007,-5.497973045753546,-5.497836558932429,-5.497872350100965,-5.471254589470463
0.09200000000000007,-5.1897643726105995,-5.189764372610629,-5.189764372610616,-5.189764372610608
0.09400000000000007,-4.894265864106482,-4.894265864106512,-4.8942658641065,-4.894265864106492
0.09600000000000007,-4.5855566780674035,-4.585556678067432,-4.585556678067421,-4.585556678067414
0.09800000000000007,-4.26447008706623,-4.264470087066258,-4.264470087066248,-4.264470087066241
0.10000000000000007,-3.9318727729572536,-3.9318727729572807,-3.93187277295727,-3.931872772957264
0.10200000000000008,-3.588662487515241,-3.5886624875152666,-3.5886624875152577,-3.588662487515252
0.10400000000000008,-3.235765629210065,-3.2357656292100896,-3.235765629210081,-3.235765629210076
0.10600000000000008,-2.8741347426577337,-2.8741347426577573,-2.8741347426577497,-2.8741347426577453
0.10800000000000008,-2.5047459474973452,-2.5047459474973675,-2.504745947497361,-2.5047459474973564
0.11000000000000008,-2.1285963036339783,-2.128596303633999,-2.128596303633994,-2.12859630363399
0.11200000000000009,-1.7467011199592912,-1.7467011199593103,-1.7467011199593059,-1.7467011199593026
0.11400000000000009,-1.3600912138141765,-1.3600912138141943,-1.3600912138141905,-1.3600912138141883
0.11600000000000009,-0.969810128590789,-0.9698101285908054,-0.9698101285908023,-0.9698101285908007
0.11800000000000009,-0.576911316984185,-0.5769113169842001,-0.5769113169841976,-0.5769113169841966
0.12000000000000009,-0.18245529749665246,-0.1824552974966661,-0.18245529749666428,-0.1824552974966643
0.1220000000000001,0.21249320813010888,0.2124932081300966,0.21249320813009795,0.21249320813009695
0.1240000000000001,0.6068681488282539,0.6068681488282429,0.6068681488282438,0.6068681488282419
0.12600000000000008,0.9996050217051925,0.9996050217051828,0.9996050217051835,0.9996050217051805
0.12800000000000009,1.3896437453661503,1.3896437453661419,1.3896437453661423,1.3896437453661379
0.1300000000000001,1.7759315213021072,1.7759315213021003,1.7759315213021003,1.775931521302095
0.1320000000000001,2.1574256756197236,2.157425675619718,2.157425675619718,2.157425675619711
0.1340000000000001,2.533096473442698,2.533096473442693,2.5330964734426935,2.533096473442686
0.1360000000000001,2.901929898387953,2.9019298983879493,2.9019298983879493,2.901929898387941
0.1380000000000001,3.2629303896142186,3.2629303896142163,3.2629303896142163,3.2629303896142066
0.1400000000000001,3.6151235290551362,3.615123529055136,3.615123529055136,3.615123529055124
0.1420000000000001,3.957558671583456,3.9575586715834565,3.9575586715834565,3.9575586715834445
0.1440000000000001,4.2893115110069555,4.289311511006957,4.289311511006957,4.289311511006945
0.1460000000000001,4.6094865749699,4.609486574969903,4.609486574969903,4.609486574969889
0.1480000000000001,4.917219642025761,4.917219642025764,4.917219642025764,4.91721964202575
0.1500000000000001,5.211680074357023,5.211680074357028,5.211680074357028,5.2116800743570115
0.1520000000000001,5.456458919750538,5.456465423789989,5.456466403438233,5.492073059845506
0.1540000000000001,5.648541337398444,5.648584774802104,5.648585429107501,5.757641757441481
0.1560000000000001,5.82953910305371,5.82957139279048,5.829572755506402,6.00766934004058
0.1580000000000001,5.999834783556563,5.9997587695566885,5.999759565209495,6.241480929354558
0.16000000000000011,6.15980386739234,6.159567022114917,6.159567834006233,6.458445417553135
0.16200000000000012,6.30980921792444,6.309491577237361,6.309492594549325,6.657977170759899
0.16400000000000012,6.4501996210682035,6.450026855290796,6.450028470395426,6.839537609804299
0.16600000000000012,6.5813064468028974,6.581572743697123,6.581573927391729,7.002636663962762
