,0,1
0,1.0407681166755337e-08,2.280920656359114e-09
1,4.570024735519678e-09,2.299618600694578e-09
2,7.819744691655847e-09,6.229053822046764e-10
3,9.537109832074338e-09,1.579269511409415e-09
4,3.444131410442468e-09,2.4764681226320843e-09
5,3.2104712540537537e-09,1.8329669058289823e-09
6,9.468231102900661e-09,7.927759299249146e-10
7,8.044362169391886e-09,1.426465294703909e-10
8,4.274286242086708e-09,3.5754295882778063e-10
9,1.0383747288443188e-08,1.2423485634246704e-09
10,5.683231950128281e-09,2.276016566403516e-09
11,9.781224080229502e-10,2.3051734430186735e-09
12,7.680831496168688e-09,6.378129120714797e-10
13,1.0026061735436958e-08,1.5676579418756402e-09
14,1.4950597536625892e-10,2.4764664618511423e-09
15,9.905128897026977e-09,1.839859843062424e-09
16,7.814498639973604e-09,7.985735264154702e-10
17,1.217831529931436e-09,1.457361032930889e-10
18,5.496107429277241e-09,3.53370352861404e-10
19,1.0409437240950641e-08,1.235178938687837e-09
20,4.5495192330387434e-09,2.271068004492022e-09
21,7.834203686344136e-09,2.3106473065856212e-09
22,9.53023918898899e-09,6.5269414342042e-10
23,3.4328657830986473e-09,1.555983360061944e-09
24,3.2218685549260125e-09,2.4763927983667576e-09
