,0,1
0,3.414423809607783e-15,2.3943200396328304e-15
1,1.2996884179680062e-15,1.856056318305075e-15
2,1.2879106793162786e-15,1.354476950059079e-15
3,2.116693461202045e-15,2.0056804212375936e-15
4,1.6135759827650105e-15,1.1078890566752364e-15
5,1.895177826103016e-15,2.0902889106084935e-15
6,2.9029808225554182e-15,2.6666214657009274e-15
7,2.8481788799429467e-15,1.5553987633552132e-15
8,1.312789563225958e-15,1.576668607183241e-15
9,1.2524634219546238e-15,1.4987351428927806e-15
10,2.3449570304938647e-15,2.0362740836140514e-15
11,1.2574825345991855e-15,1.3595087442816661e-15
12,1.7729499759062759e-15,3.2808918305065615e-15
13,3.5837482391751255e-15,2.479623659259192e-15
14,2.0822382804473906e-15,1.0962495783928222e-15
15,1.1703976154735054e-15,1.9696391054351735e-15
16,1.978738453419867e-15,1.3464685304397413e-15
17,2.1366395356963118e-15,1.3071805198453643e-15
18,1.7969113780655537e-15,2.849035436361544e-15
19,2.8137489015759136e-15,2.195488566654506e-15
20,2.8397207829263243e-15,1.0320937457056671e-15
21,2.18964613369823e-15,1.7021068970806036e-15
22,1.5591669230023188e-15,1.6661670954789456e-15
23,2.6898642971177952e-15,1.2363699367611493e-15
24,1.461718400319943e-15,3.1902525048153924e-15
