timesteps,0.0,0.5,L
0.0025,-1.2452469986951864e-06,-2.7236402159062136e-05,-0.048059597589751264
0.005,-3.13575689619158e-06,-8.424478955414579e-05,-0.09603888493027782
0.0075,-5.659738495967483e-06,-0.0002547737606399107,-0.1438576859752247
0.01,-8.64364658164189e-06,-0.0007813674197710107,-0.19143609285972718
0.0125,-1.212668733735333e-05,-0.0022629619974641286,-0.23869459943087626
0.015000000000000001,-1.7124341908150383e-05,-0.005920710070317973,-0.2855542341069035
0.0175,-2.7776602927971922e-05,-0.013773846023496189,-0.33193669184306746
0.02,-5.7152185610988945e-05,-0.0284516431413161,-0.37776446498372046
0.0225,-0.00014132832599218962,-0.05244818925589091,-0.4229609727818937
0.024999999999999998,-0.0003694902143106902,-0.08699094164356078,-0.4674506893699669
0.027499999999999997,-0.0009397947845067047,-0.13113574281631665,-0.5111592699675751
0.029999999999999995,-0.002247373550467223,-0.1817907789755639,-0.5540136751158549
0.032499999999999994,-0.004996657615284785,-0.23486162838525035,-0.5959422927304254
0.034999999999999996,-0.010303055741600805,-0.28690218571515785,-0.6368750577691455
0.0375,-0.019716859434172902,-0.33624891981935473,-0.6767435693146828
0.04,-0.03508669937280645,-0.3830206551943193,-0.7154812048762316
0.0425,-0.058209070149795095,-0.42822669779542255,-0.7530232317193862
0.045000000000000005,-0.0902989423031291,-0.4727689425496743,-0.7893069150381257
0.04750000000000001,-0.13144159930407923,-0.5169614668923241,-0.8242716227881476
0.05000000000000001,-0.18027976396339973,-0.5606301525654179,-0.8578589270063738
0.05250000000000001,-0.23416667643832295,-0.6034521953634385,-0.8900127014473104
0.055000000000000014,-0.2898332127538492,-0.645196822139383,-0.9206792153731144
0.057500000000000016,-0.34434137248089425,-0.6857660588253478,-0.9498072233406318
0.06000000000000002,-0.39589773152236263,-0.7251246215105558,-0.9773480508353708
0.06250000000000001,-0.44414170382510004,-0.763233583006424,-1.0032556756093114
0.06500000000000002,-0.4898106638213456,-0.80003139318321,-1.02748680458663
0.06750000000000002,-0.5340305735072817,-0.8354451102564084,-1.0500009462088291
0.07000000000000002,-0.5776495360923921,-0.8694038498303231,-1.0707604780983706
0.07250000000000002,-0.6209273769848188,-0.9018432754299961,-1.0897307099277553
0.07500000000000002,-0.6636252179867764,-0.9327041530778045,-1.1068799413889803
0.07750000000000003,-0.7053084540811924,-0.9619303614854802,-1.122179515166508
0.08000000000000003,-0.7456204925261413,-0.9894683556978284,-1.1356038648252298
0.08250000000000003,-0.7843903157545483,-1.0152675215032585,-1.1471305575333937
0.08500000000000003,-0.8215873805788305,-1.0392805685321809,-1.156740331549109
0.08750000000000004,-0.8572213562183975,-1.0614637055938398,-1.164417128407783
0.09000000000000004,-0.8912729040886213,-1.0817767033444667,-1.1701481197567056
0.09250000000000004,-0.9236813819997673,-1.1001829549361788,-1.1739237287919373
0.09500000000000004,-0.9543669181700407,-1.1166495542783312,-1.1757376462616778
0.09750000000000004,-0.9832542814916603,-1.1311473716066196,-1.175586841009376
0.10000000000000005,-1.0102824079947277,-1.1436511126649274,-1.1734715650389607
0.10250000000000005,-1.0354018175178685,-1.1541393613769435,-1.1693953530937269
0.10500000000000005,-1.0585689046168596,-1.162594610774292,-1.1633650167495864
0.10750000000000005,-1.079742894627885,-1.1690032858534725,-1.1553906330325436
0.11000000000000006,-1.098885936610887,-1.1733557596643152,-1.1454855275794305
0.11250000000000006,-1.115964334806216,-1.175646362030448,-1.1336662523700272
0.11500000000000006,-1.1309493662041856,-1.1758733792017502,-1.1199525580677883
0.11750000000000006,-1.1438174040139641,-1.174039042651453,-1.1043673610153895
0.12000000000000006,-1.1545497317610374,-1.1701495061182143,-1.0869367049402505
0.12250000000000007,-1.1631323889134448,-1.1642148113027462,-1.0676897174340247
0.12500000000000006,-1.169556125343959,-1.1562488435691047,-1.046658561278778
0.12750000000000006,-1.1738163984366357,-1.1462692790991513,-1.0238783807012015
0.13000000000000006,-1.1759133505995782,-1.1342975243423852,-0.9993872426446602
0.13250000000000006,-1.175851753362174,-1.1203586478535363,-0.9732260731572246
0.13500000000000006,-1.1736409293934134,-1.1044813042363328,-0.9454385890019751
0.13750000000000007,-1.1692946623381704,-1.0866976500492558,-0.9160712246038729
0.14000000000000007,-1.1628310963406312,-1.06704325193873,-0.8851730544552606
0.14250000000000007,-1.154272623954682,-1.045556987605237,-0.8527957111096705
0.14500000000000007,-1.1436457623345815,-1.0222809402976594,-0.8189932989009676
0.14750000000000008,-1.1309810192562586,-0.9972602874198179,-0.7838223035320103
0.15000000000000008,-1.11631275082441,-0.9705431836823784,-0.7473414976839128
0.15250000000000008,-1.0996790120758881,-0.9421806391639758,-0.7096118428036414
0.15500000000000008,-1.0811214010301338,-0.9122263926716518,-0.6706963872340582
0.15750000000000008,-1.0606848965310567,-0.8807367808547136,-0.6306601608566509
0.1600000000000001,-1.0384176904158045,-0.847770603569514,-0.5895700664229969
0.1625000000000001,-1.014371014856725,-0.8133889859967093,-0.5474947677565615
0.1650000000000001,-0.9885989659173865,-0.7776552379931497,-0.5045045750116466
0.1675000000000001,-0.961158324362882,-0.7406347111401302,-0.46067132718122705
0.1700000000000001,-0.9321083746315788,-0.7023946539388384,-0.4160682720500176
0.1725000000000001,-0.901510722725013,-0.6630040655994562,-0.3707699437933651
0.1750000000000001,-0.8694291136850327,-0.6225335488655623,-0.32485203842651467
0.1775000000000001,-0.8359292493110275,-0.581055162305856,-0.27839128731237783
0.1800000000000001,-0.8010786067851097,-0.538642272491331,-0.23146532893917232
0.1825000000000001,-0.7649462588752654,-0.4953694064598478,-0.1841525791822102
0.1850000000000001,-0.7276026963576934,-0.4513121048531515,-0.1365321002666285
0.1875000000000001,-0.6891196532479125,-0.4065467760939887,-0.08868346865002931
0.1900000000000001,-0.6495699353740589,-0.3611505519526637,-0.04068664204581567
0.19250000000000012,-0.609027252776741,-0.3152011448329809,0.007378174190579257
0.19500000000000012,-0.5675660563791703,-0.2687767070869497,0.05543066108928147
0.19750000000000012,-0.5252613793338009,-0.22195569264629758,0.10339052028342152
0.20000000000000012,-0.48218868341253524,-0.17481672123682435,0.15117760819215573
0.20250000000000012,-0.43842371076546227,-0.1274384454191991,0.19871206994502702
0.20500000000000013,-0.3940423413292645,-0.07989942067701175,0.24591447282387394
0.20750000000000013,-0.3491204561229842,-0.032277978749833826,0.29270593899930614
0.21000000000000013,-0.30373380662668303,0.0153478956140427,0.3390082773399209
0.21250000000000013,-0.25795789039786904,0.0629006843336881,0.38474411407401826
0.21500000000000014,-0.2118678330409935,0.11030345197185278,0.4298370220854571
0.21750000000000014,-0.1655382766067642,0.15747995790563404,0.47421164862759707
0.22000000000000014,-0.119043274460474,0.20435476460787566,0.5177938412419151
0.22250000000000014,-0.07245619262235804,0.2508533419774449,0.5605107716708668
0.22500000000000014,-0.02584961754830359,0.29690216767768735,0.6022910575579409
