,0,1,2
0.002,7.335992190895941e-16,6.112150555466858e-16,6.718222352288033e-16
0.010048387096774193,8.2213417629800105e-16,6.859134064695266e-16,6.46159869168247e-16
0.01809677419354839,6.340533449087986e-16,7.140707641141586e-16,5.820081880250341e-16
0.02614516129032258,8.079484266652668e-16,6.144080672705384e-16,6.219210867456387e-16
0.034193548387096775,7.514089940515663e-16,5.851666525280242e-16,6.102618009374552e-16
0.042241935483870965,7.156894435132747e-16,6.609282827990275e-16,6.325609149144534e-16
0.05029032258064516,6.296630466602512e-16,6.60408734104633e-16,5.999122807616426e-16
0.05833870967741936,7.269820369886797e-16,6.755729702178839e-16,6.669066082647188e-16
0.06638709677419355,6.918072308115905e-16,6.606930311869336e-16,6.254570213057868e-16
0.07443548387096774,7.251740103325684e-16,7.008244781464634e-16,5.73492351241736e-16
0.08248387096774193,7.407407106219891e-16,6.046944962515998e-16,6.4741555097023e-16
0.09053225806451613,7.012383502971954e-16,6.159716105720428e-16,6.699139645502124e-16
0.09858064516129032,7.404474099565837e-16,7.05327955006002e-16,6.636455566695098e-16
0.10662903225806451,7.38993346616432e-16,6.336524877222698e-16,6.088243204221352e-16
0.11467741935483872,6.410103391684609e-16,6.246979188288672e-16,5.677577747171574e-16
0.1227258064516129,6.446231082030666e-16,6.831778911979982e-16,5.790589521879076e-16
0.1307741935483871,6.997462217179298e-16,6.162178161875683e-16,6.873505805657097e-16
0.1388225806451613,7.741304972954114e-16,6.230849009926492e-16,5.732023390136064e-16
0.14687096774193548,7.779046390429589e-16,5.709777996097416e-16,6.372301682306284e-16
0.15491935483870967,6.840563673854303e-16,7.266432528744384e-16,6.446454216870674e-16
0.16296774193548386,5.973397704234329e-16,6.29676095143722e-16,5.814050568954404e-16
0.17101612903225807,7.703198103710045e-16,5.751605553636003e-16,5.973131935017236e-16
0.17906451612903226,6.472172242700378e-16,5.579288913857007e-16,6.167249135548101e-16
0.18711290322580645,6.599389745987913e-16,6.260309356023554e-16,7.626819768995104e-16
0.19516129032258064,7.097322929901391e-16,6.400307054171187e-16,6.33984173688208e-16
0.20320967741935483,7.18608220520773e-16,6.433935886203241e-16,6.255609038265313e-16
0.21125806451612902,6.890892696836187e-16,7.412003037871845e-16,6.134293900548873e-16
0.2193064516129032,6.769085518030625e-16,6.248901351450383e-16,6.012873992369666e-16
0.22735483870967743,6.999276974576405e-16,6.143679196752471e-16,6.144663771611885e-16
0.23540322580645162,7.95061847047894e-16,6.866984118697937e-16,5.865128184758146e-16
0.2434516129032258,7.080709081596233e-16,6.032207516881524e-16,6.170518890087155e-16
0.2515,7.213779102160082e-16,6.375787690229329e-16,5.420573758237094e-16
0.2595483870967742,7.750854825612974e-16,6.778604015987134e-16,5.996693443609199e-16
0.2675967741935484,6.903171082494428e-16,6.29408137662995e-16,5.831591995460459e-16
0.27564516129032257,8.161641215179393e-16,7.431042259276913e-16,6.174024337204733e-16
0.28369354838709676,7.083951545835477e-16,6.715357311292214e-16,6.070769752891714e-16
0.29174193548387095,6.30314704359965e-16,6.594199770372516e-16,5.685138379947384e-16
0.29979032258064514,7.44072504992309e-16,7.431374018429542e-16,6.594256991598068e-16
0.30783870967741933,7.424101115013774e-16,5.98227590042753e-16,5.420381621230566e-16
0.3158870967741935,7.884727240376369e-16,6.155658895110369e-16,6.184291775293406e-16
0.3239354838709677,7.890982337632783e-16,6.145723096182753e-16,6.076566937097463e-16
0.33198387096774196,7.004106530816908e-16,6.011324056055562e-16,6.667898834142596e-16
0.34003225806451615,7.81471334357481e-16,6.14887118397108e-16,5.848944054718028e-16
0.34808064516129034,7.778189938905997e-16,6.016787658111641e-16,6.339365487558793e-16
0.3561290322580645,7.230827170578949e-16,5.792197991876537e-16,5.95333619634159e-16
0.3641774193548387,6.974271893318189e-16,6.061911025909997e-16,6.144033635952948e-16
0.3722258064516129,7.848945315788455e-16,6.537922723806526e-16,6.037862434714527e-16
0.3802741935483871,7.728908556250074e-16,7.041521801729787e-16,6.268782255721466e-16
0.3883225806451613,7.540417070802167e-16,5.910363763577597e-16,5.801025417260166e-16
0.3963709677419355,6.587440752435371e-16,6.166148613736545e-16,6.49526682799632e-16
0.40441935483870967,7.044063192342213e-16,6.058628576557592e-16,6.340590909260827e-16
0.41246774193548386,8.021403122286987e-16,6.273024483490549e-16,6.54939957758384e-16
0.42051612903225805,7.28097330884457e-16,5.958505713107792e-16,6.123933241464837e-16
