,0,1,2
0.002,0.3425452140962199,0.2963359522872431,0.29913506235888926
0.010048387096774193,0.34254521409621974,0.2963359522872431,0.29913506235888926
0.01809677419354839,0.34254521409621996,0.29633595228724313,0.2991350623588891
0.02614516129032258,0.3425452140962199,0.29633595228724297,0.2991350623588893
0.034193548387096775,0.34254521409621974,0.29633595228724297,0.29913506235888915
0.042241935483870965,0.34254521409621996,0.29633595228724313,0.2991350623588891
0.05029032258064516,0.34254521409621974,0.2963359522872429,0.29913506235888915
0.05833870967741936,0.3425452140962197,0.29633595228724297,0.29913506235888926
0.06638709677419355,0.3425452140962199,0.29633595228724285,0.29913506235888926
0.07443548387096774,0.34254521409622,0.2963359522872429,0.2991350623588895
0.08248387096774193,0.3425452140962199,0.29633595228724297,0.29913506235888904
0.09053225806451613,0.34254521409621974,0.2963359522872429,0.29913506235888926
0.09858064516129032,0.3425452140962198,0.2963359522872431,0.29913506235888937
0.10662903225806451,0.3425452140962198,0.2963359522872429,0.29913506235888937
0.11467741935483872,0.3425452140962198,0.29633595228724313,0.2991350623588893
0.1227258064516129,0.34254521409621996,0.29633595228724297,0.29913506235888915
0.1307741935483871,0.3425452140962196,0.2963359522872431,0.2991350623588893
0.1388225806451613,0.3425452140962199,0.29633595228724297,0.2991350623588891
0.14687096774193548,0.3425452140962197,0.2963359522872431,0.2991350623588894
0.15491935483870967,0.3425452140962198,0.29633595228724297,0.2991350623588891
0.16296774193548386,0.3425452140962198,0.29633595228724285,0.29913506235888926
0.17101612903225807,0.3425452140962201,0.2963359522872431,0.29913506235888954
0.17906451612903226,0.34254521409621996,0.29633595228724297,0.2991350623588893
0.18711290322580645,0.3425452140962199,0.2963359522872431,0.29913506235888937
0.19516129032258064,0.3425452140962198,0.2963359522872429,0.29913506235888926
0.20320967741935483,0.3425452140962198,0.2963359522872431,0.299135062358889
0.21125806451612902,0.3425452140962199,0.29633595228724297,0.29913506235888926
0.2193064516129032,0.34254521409621974,0.2963359522872431,0.2991350623588893
0.22735483870967743,0.3425452140962198,0.29633595228724297,0.2991350623588893
0.23540322580645162,0.3425452140962198,0.2963359522872431,0.29913506235888915
0.2434516129032258,0.34254521409621996,0.29633595228724297,0.29913506235888915
0.2515,0.3425452140962198,0.29633595228724297,0.2991350623588891
0.2595483870967742,0.3425452140962198,0.29633595228724313,0.2991350623588893
0.2675967741935484,0.34254521409621996,0.29633595228724297,0.29913506235888926
0.27564516129032257,0.3425452140962198,0.2963359522872429,0.29913506235888926
0.28369354838709676,0.34254521409621974,0.29633595228724285,0.29913506235888937
0.29174193548387095,0.3425452140962198,0.29633595228724285,0.2991350623588891
0.29979032258064514,0.3425452140962198,0.29633595228724285,0.29913506235888926
0.30783870967741933,0.3425452140962198,0.29633595228724297,0.2991350623588893
0.3158870967741935,0.3425452140962198,0.29633595228724297,0.2991350623588891
0.3239354838709677,0.34254521409621996,0.2963359522872431,0.2991350623588893
0.33198387096774196,0.34254521409621996,0.2963359522872431,0.29913506235888904
0.34003225806451615,0.34254521409621974,0.29633595228724297,0.2991350623588893
