timesteps,0.0,0.5,L
0.002,8.96465143516406e-08,-6.30406700902536e-07,-0.149074220081531
0.004,1.2810726934569756e-06,1.417943510589714e-05,-0.2979945482226754
0.006,5.32969804689426e-06,4.224715645003561e-05,-0.44660725134838536
0.008,1.4320666887598358e-05,5.5067086017325295e-05,-0.5947589139503378
0.01,3.0479600414774967e-05,-4.508871683320798e-05,-0.7422965964604558
0.012,5.6077295021942225e-05,-0.0005356302970284925,-0.8890679931331136
0.014,9.337547422333845e-05,-0.002103654244666093,-1.0349215892730388
0.016,0.0001445672940847285,-0.00623607670139143,-1.1797068176465977
0.018000000000000002,0.00021163923710321744,-0.015732028066865713,-1.323274213915
0.020000000000000004,0.0002959709855654473,-0.03514114950815488,-1.465475570928967
0.022000000000000006,0.00039718859322853783,-0.07075489764292842,-1.6061640917255762
0.024000000000000007,0.0005100728522523555,-0.1297325925661546,-1.7451945410693512
0.02600000000000001,0.0006168276051887507,-0.21819329316133906,-1.8824233953811529
0.02800000000000001,0.0006692623780096775,-0.338687575210574,-2.017708990900092
0.030000000000000013,0.0005511577272959271,-0.4881614171736707,-2.150911669925522
0.032000000000000015,5.823483494817099e-06,-0.6578272610961187,-2.281893924988143
0.034000000000000016,-0.001489982116188621,-0.8356950122927036,-2.4105205408013837
0.03600000000000002,-0.004922037596587044,-1.0108881927910784,-2.536658733846514
0.03800000000000002,-0.012004727273187887,-1.177375467619702,-2.6601782894474133
0.04000000000000002,-0.02548141460982353,-1.334899253206293,-2.7809516961934704
0.04200000000000002,-0.04936723478903302,-1.4868607786797283,-2.8988542775718584
0.044000000000000025,-0.08897806123161496,-1.63701650327439,-3.0137643206732876
0.04600000000000003,-0.1505452201758929,-1.7872451434578966,-3.125563201838387
0.04800000000000003,-0.24023770865052504,-1.9373192177575491,-3.234135509114995
0.05000000000000003,-0.36256094241897885,-2.086006417681555,-3.3393691613999463
0.05200000000000003,-0.5184176092192931,-2.2322256116139205,-3.441155524142371
0.054000000000000034,-0.7035546438675288,-2.375496271973371,-3.5393895214890465
0.056000000000000036,-0.9084287792031427,-2.515752353175747,-3.6339697447560564
0.05800000000000004,-1.1202559158379375,-2.6529922635751566,-3.7247985571147524
0.06000000000000004,-1.3269050781613085,-2.787099535519576,-3.811782194383978
0.06200000000000004,-1.5208745895327176,-2.917859041990663,-3.8948308618244747
0.06400000000000004,-1.7010980217812266,-3.0450369315938466,-3.9738588268355777
0.06600000000000004,-1.871545837342187,-3.168425603000646,-4.048784507458487
0.06800000000000005,-2.037698755105109,-3.287843383036122,-4.119530556594753
0.07000000000000005,-2.2032218305444333,-3.4031198204807125,-4.1860239418530565
0.07200000000000005,-2.3686481056096405,-3.5140880874724445,-4.24819602094182
0.07400000000000005,-2.532235017248019,-3.6205857728689703,-4.305982612529869
0.07600000000000005,-2.6917707179003245,-3.7224577703306285,-4.35932406250193
0.07800000000000006,-2.8458935207655456,-3.8195576933552924,-4.40816530554064
0.08000000000000006,-2.9943043885186706,-3.9117479553675163,-4.452455921971432
0.08200000000000006,-3.1372214505095384,-3.998899596631782,-4.49215018981166
0.08400000000000006,-3.274788997203881,-4.080892325144904,-4.527207131970198
0.08600000000000006,-3.4068613442799234,-4.157614712041853,-4.55759055854882
0.08800000000000006,-3.533115892776558,-4.228964405259731,-4.583269104201662
