,which,timesteps,mass,mass_change,outflow
0,rom,0.002,1.153680379208472,-0.03031069579259338,-0.04741037400508313
1,rom,0.004,1.1535616610445545,-0.08840746812488476,-0.09575957324563633
2,rom,0.006,1.1533267493359725,-0.1440465607172592,-0.145172161114972
3,rom,0.008,1.1529854748016855,-0.19676075110242053,-0.19569899373850297
4,rom,0.01,1.1525397063315628,-0.24926184827128717,-0.24740606359052783
5,rom,0.012,1.1519884274086003,-0.3025388804855367,-0.30034571225700657
6,rom,0.014,1.1513295508096206,-0.35695317102690804,-0.3545586290385114
7,rom,0.016,1.1505606147244927,-0.41263051064677203,-0.41007730802970943
8,rom,0.018000000000000002,1.1496790287670335,-0.46964044661151894,-0.4669338649974245
9,rom,0.020000000000000004,1.1486820529380466,-0.5280612683966068,-0.5251797605806261
10,rom,0.022000000000000006,1.1475667836934471,-0.5879254151208713,-0.5848563424468374
11,rom,0.024000000000000007,1.146330351277563,-0.649284245403281,-0.6460267941354347
12,rom,0.02600000000000001,1.144969646711834,-0.7121677146433858,-0.7087122623682138
13,rom,0.02800000000000001,1.1434816804189896,-0.77661733815243,-0.7729599283743993
14,rom,0.030000000000000013,1.1418631773592243,-0.8427244504760067,-0.8388601517816675
15,rom,0.032000000000000015,1.1401107826170855,-0.9105337728965712,-0.9064328538581042
16,rom,0.034000000000000016,1.138221042267638,-0.980086697834559,-0.9757378315203217
17,rom,0.03600000000000002,1.1361904358257473,-1.0514352695366602,-1.0468447944396042
18,rom,0.03800000000000002,1.1340153011894913,-1.1246417267390396,-1.1198026211996306
19,rom,0.04000000000000002,1.1316918689187911,-1.1997681189164777,-1.1946607247155023
20,rom,0.04200000000000002,1.1292162287138254,-1.2768846590674454,-1.2715095718593095
21,rom,0.044000000000000025,1.1265843302825214,-1.356055861512162,-1.3504045460484255
22,rom,0.04600000000000003,1.1237920052677768,-1.4373589444535706,-1.4314215514125495
23,rom,0.04800000000000003,1.120834894504707,-1.5208639728795936,-1.5146374246937817
24,rom,0.05000000000000003,1.1177085493762584,-1.6066472959269662,-1.6001340302989437
25,rom,0.05200000000000003,1.1144083053209992,-1.694769085908876,-1.687968364608529
26,rom,0.054000000000000034,1.110929473032623,-1.7853020781035123,-1.7782484008324637
27,rom,0.056000000000000036,1.1072670970085852,-1.8783633599098737,-1.8710520857346609
28,rom,0.05800000000000004,1.1034160195929834,-1.974014440677796,-1.9664599755368168
29,rom,0.06000000000000004,1.099371039245874,-2.0723162851527532,-2.064545099555544
30,rom,0.06200000000000004,1.0951267544523724,-2.173348978086853,-2.165420438435745
31,rom,0.06400000000000004,1.0906776433335266,-2.2772207259364463,-2.269183780628921
32,rom,0.06600000000000004,1.0860178715486266,-2.383953968122743,-2.375898949770724
33,rom,0.06800000000000005,1.0811418274610356,-2.4934519898828222,-2.485497143550323
34,rom,0.07000000000000005,1.0760440635890953,-2.6054755234336535,-2.597772006610168
35,rom,0.07200000000000005,1.070719925367301,-2.7194338892073677,-2.7122127211306952
36,rom,0.07400000000000005,1.0651663280322659,-2.8342172790646325,-2.827872041022905
37,rom,0.07600000000000005,1.0593830562510425,-2.947936108615379,-2.9429245337084735
38,rom,0.07800000000000006,1.0533745835978043,-3.057697399700965,-3.054534897769603
39,rom,0.08000000000000006,1.0471522666522386,-3.1595333325204478,-3.158687830557302
40,rom,0.08200000000000006,1.0407364502677225,-3.2485998967228813,-3.2503051761990793
41,rom,0.08400000000000006,1.034157867065347,-3.319753835002659,-3.3238050305403952
42,rom,0.08600000000000006,1.027457434927712,-3.3684612942898595,-3.374152648777771
43,rom,0.08800000000000006,1.0206840218881876,-3.391804050964564,-3.397984093686567
44,rom,0.09000000000000007,1.0138902187238537,-3.389266439413119,-3.3945745709558635
