,a0,alpha,delta,gamma,omega,forcing,eta,wiggles
0,19.894049998466397,1e-06,0.26360958194604395,1.4,15.787001689969415,0.2091884214624543,0.8999999999999967,no
1,17.10332441933441,1e-06,0.19322096806261793,1.4,19.849610857905155,0.2242465225821836,0.8253968253968254,no
2,17.76534683440476,1e-06,0.27319164411150065,1.4,18.92477847417406,0.2910211319822384,0.803030303030303,no
3,21.71733710383974,1e-06,0.2776554880181027,1.4,25.65939175682436,0.3280545357114296,0.7551020408163265,no
4,14.89780054998008,1e-06,0.19626106886889017,1.4,26.062092482854005,0.34333753566405706,0.5510204081632653,no
5,12.452064093345204,1e-06,0.23692440823385702,1.4,20.60403557128552,0.3920313048794096,0.5245901639344263,no
