   , TTTT               , TTTF               , TTFT               , TTFF               , FTTT               , FTTF               , FTFT               , FTFF               , TFTT               , TFTF               , TFFT               , TFFF               , FFTT               , FFTF               , FFFT               , FFFF
83 , -3.5565738010654075, -3.556573796597713 , -4.78853420437939  , -4.788534209315552 , -3.5565738022529945, -3.5565737848807837, -4.788534206007426 , -4.788534203893038 , -3.556573799775108 , -3.5565737950994474, -4.788534206632228 , -4.788534205797025 , -3.5565738063623398, -3.556573789873438 , -4.788534205355236 , -4.788534205728311
84 , -3.5525900618205903, -3.5525900573487026, -4.790352761558488 , -4.790352766583385 , -3.55259006300824  , -3.552590045642641 , -4.7903527632131295, -4.790352761075723 , -3.5525900605296794, -3.5525900558530616, -4.790352763839572 , -4.790352762990779 , -3.5525900671097963, -3.5525900506314616, -4.79035276253228  , -4.790352762923597
85 , -3.548673981267964 , -3.5486739767918283, -4.792189651535512 , -4.792189656646827 , -3.5486739824556643, -3.5486739650965946, -4.792189653216851 , -4.792189651051865 , -3.548673979977593 , -3.5486739752985006, -4.792189653858152 , -4.792189653008295 , -3.5486739865506136, -3.5486739700827172, -4.792189652511205 , -4.792189652945679
86 , -3.5448239486419837, -3.5448239441617666, -4.794044021580759 , -4.794044026779723 , -3.5448239498297283, -3.5448239324773048, -4.794044023302241 , -4.794044021096024 , -3.5448239473528487, -3.5448239426710684, -4.794044023930957 , -4.794044023108505 , -3.5448239539177173, -3.544823937460374 , -4.7940440225730265, -4.794044023026113
87 , -3.5410384108061272, -3.541038406321984 , -4.795915063082851 , -4.795915068398628 , -3.5410384119939433, -3.5410383946482002, -4.7959150648572795, -4.795915062603325 , -3.541038409517313 , -3.541038404834386 , -4.795915065495991 , -4.7959150646807975, -3.541038416074005 , -3.5410383996277943, -4.795915064104242 , -4.795915064591641
88 , -3.537315869532856 , -3.5373158650447873, -4.797802009282417 , -4.797802014730239 , -3.5373158707207444, -3.537315853381619 , -4.797802011117831 , -4.797802008809297 , -3.5373158682449732, -3.5373158635597264, -4.797802011742717 , -4.797802010947956 , -3.5373158747937063, -3.5373158583581112, -4.797802010354209 , -4.797802010847774
89 , -3.5336548789418187, -3.533654874449875 , -4.799704133048071 , -4.799704138627654 , -3.5336548801297667, -3.5336548627972593, -4.799704134946007 , -4.799704132579666 , -3.5336548776546923, -3.5336548729673236, -4.799704135564444 , -4.7997041347639104, -3.5336548841957844, -3.5336548677702644, -4.799704134178177 , -4.799704134657446
90 , -3.5300540430871514, -3.530054038591309 , -4.8016207448094725, -4.801620750516496 , -3.530054044275141 , -3.5300540269491854, -4.801620746769804 , -4.8016207443452315, -3.530054041801099 , -3.5300540371110998, -4.801620747359754 , -4.801620746568717 , -3.530054048334272 , -3.5300540319197635, -4.8016207459625475, -4.8016207464764795
91 , -3.526512013681907 , -3.526512009182237 , -4.8035511906134944, -4.803551196434559 , -3.5265120148699256, -3.5265119975505326, -4.80355119263308  , -4.803551190150307 , -3.5265120123958065, -3.526512007703573 , -4.80355119320841  , -4.803551192385402 , -3.5265120189216357, -3.526512002517513 , -4.803551191808954 , -4.8035511923163865
92 , -3.5230274879513623, -3.523027483447993 , -4.805494850244811 , -4.805494856194478 , -3.5230274891394244, -3.5230274718266115, -4.805494852329469 , -4.805494849783482 , -3.5230274866662397, -3.5230274819723086, -4.805494852907184 , -4.805494852089722 , -3.52302749318449  , -3.523027476791051 , -4.805494851507093 , -4.805494851980951
93 , -3.519599206606361 , -3.519599202099344 , -4.8074511355393055, -4.807451141621183 , -3.5195992077944482, -3.5195991904882105, -4.8074511376889015, -4.807451135081589 , -3.5195992053208136, -3.5195992006261876, -4.807451138183582 , -4.807451137374814 , -3.51959921183223  , -3.5195991954482264, -4.807451136820136 , -4.8074511372894335
94 , -3.5162259519283254, -3.516225947417639 , -4.809419488707903 , -4.8094194949179006, -3.5162259531164257, -3.5162259358166796, -4.8094194909112415, -4.809419488252068 , -3.516225950644308 , -3.516225945946318 , -4.809419491354327 , -4.809419490576939 , -3.5162259571478653, -3.5162259407734666, -4.809419490008931 , -4.809419490507391
95 , -3.512906545958672 , -3.5129065414443787, -4.811399380747696 , -4.811399387084799 , -3.5129065471467915, -3.512906529853504 , -4.811399383002025 , -4.8113993802925465, -3.5129065446750616, -3.5129065399749906, -4.8113993834427715, -4.8113993826625565, -3.5129065511713797, -3.5129065348063753, -4.811399382089    , -4.811399382606574
96 , -3.509639848786386 , -3.5096398442685066, -4.813390309986827 , -4.813390316451508 , -3.509639849974518 , -3.509639832687623 , -4.813390312298058 , -4.813390309537166 , -3.5096398475026924, -3.5096398428012145, -4.813390312750794 , -4.813390311954089 , -3.50963985399198  , -3.509639837637167 , -4.8133903113467165, -4.813390311873061
97 , -3.5064247569269185, -3.506424752405479 , -4.815391800695358 , -4.8153918072835955, -3.506424758115071 , -3.5064247408344906, -4.815391803059774 , -4.815391800255071 , -3.5064247556427275, -3.5064247509393756, -4.815391803492477 , -4.8153918027315905, -3.5064247621247158, -3.506424745780316 , -4.8153918021067055, -4.815391802634244
98 , -3.5032602017865893, -3.5032601972615165, -4.8174034017594405, -4.817403408453477 , -3.503260202974766 , -3.5032601857003285, -4.817403404166843 , -4.81740340131635  , -3.5032602005028832, -3.503260195798366 , -4.81740340459746  , -4.81740340382633  , -3.5032602069780125, -3.5032601906431364, -4.8174034032163995, -4.817403403720874
99 , -3.500145148207343 , -3.50014514367875  , -4.819424685382015 , -4.819424692178544 , -3.5001451493955438, -3.5001451321272654, -4.8194246878391285, -4.819424684940123 , -3.5001451469235807, -3.5001451422180114, -4.819424688218319 , -4.819424687467019 , -3.500145153391769 , -3.500145137067093 , -4.819424686864268 , -4.819424687350454
100, -3.4970785930868202, -3.4970785885548477, -4.82145524592728  , -4.821455252822366 , -3.4970785942750564, -3.497078577012963 , -4.821455248428613 , -4.821455245486991 , -3.4970785918056135, -3.497078587097084 , -4.8214552487887365, -4.821455248047935 , -3.497078598266205 , -3.4970785819508774, -4.8214552474429775, -4.821455247939066
101, -3.4940595640694805, -3.4940595595341595, -4.823494698808701 , -4.823494705796256 , -3.4940595652577353, -3.494059548001786 , -4.82349470135099  , -4.823494698371412 , -3.4940595627890656, -3.4940595580788583, -4.823494701676722 , -4.823494700957102 , -3.4940595692430136, -3.4940595529363923, -4.823494700320444 , -4.823494700846068
102, -3.491087118302913 , -3.491087113764322 , -4.825542679373194 , -4.825542686460238 , -3.4910871194911777, -3.4910871022413796, -4.825542681964676 , -4.82554267894414  , -3.4910871170227673, -3.491087112310644 , -4.825542682266531 , -4.8255426815524425, -3.491087123469878 , -3.4910871071731546, -4.825542680874459 , -4.825542681450142
103, -3.4881603412577102, -3.4881603367159064, -4.827598841937409 , -4.827598849120298 , -3.4881603424459744, -3.4881603252023017, -4.827598844566106 , -4.827598841514172 , -3.4881603399782986, -3.4881603352639234, -4.827598844875141 , -4.827598844146873 , -3.4881603464185402, -3.4881603301316093, -4.827598843471761 , -4.827598844034559
104, -3.4852783456053076, -3.4852783410602184, -4.829662858791015 , -4.829662866056506 , -3.485278346793566 , -3.4852783295558596, -4.829662861453291 , -4.829662858366174 , -3.485278344326171 , -3.485278339610384 , -4.829662861756207 , -4.829662861063972 , -3.4852783507606824, -3.4852783344816074, -4.8296628603572955, -4.829662860938471
105, -3.482440270150629 , -3.482440265602387 , -4.83173441927953  , -4.83173442663002  , -3.482440271338886 , -3.4824402541071815, -4.831734421974207 , -4.831734418851225 , -3.4824402688719927, -3.4824402641539973, -4.831734422295784 , -4.831734421544335 , -3.4824402752988375, -3.482440259029495 , -4.831734420848619 , -4.831734421399936
106, -3.479645278817653 , -3.4796452742663067, -4.833813228966251 , -4.833813236400974 , -3.4796452800058946, -3.4796452627801675, -4.833813231694655 , -4.833813228534415 , -3.4796452775404623, -3.479645272821379 , -4.8338132319781355, -4.833813231247256 , -3.4796452839606102, -3.4796452677000826, -4.833813230531788 , -4.833813231093523
107, -3.476892559682978 , -3.476892555128488 , -4.835899008795058 , -4.835899016310563 , -3.476892560871198 , -3.476892543651324 , -4.835899011554305 , -4.835899008353922 , -3.4768925584053942, -3.476892553685413 , -4.8358990118555285, -4.8358990111195945, -3.4768925648193294, -3.476892548568305 , -4.835899010393572 , -4.835899010935388
108, -3.4741813240556905, -3.474181319498122 , -4.837991494303924 , -4.837991501897376 , -3.47418132524388  , -3.4741813080298374, -4.837991497106363 , -4.837991493859586 , -3.474181322778499 , -3.474181318057086 , -4.83799149739206  , -4.837991496623734 , -3.474181329184433 , -3.4741813129443875, -4.837991495915914 , -4.837991496452954
109, -3.4715108056010164, -3.471510801040355 , -4.8400904349121   , -4.840090442575119 , -3.4715108067891864, -3.4715107895808535, -4.8400904377439575, -4.840090434462629 , -3.471510804324081 , -3.4715107996002965, -4.840090438016686 , -4.840090437241837 , -3.4715108107243906, -3.471510794491659 , -4.840090436525949 , -4.840090437079737
110, -3.4688802595044583, -3.468880254940793 , -4.84219559318648  , -4.842195600918053 , -3.468880260692616 , -3.468880243489973 , -4.842195596043928 , -4.842195592733468 , -3.4688802582288023, -3.468880253502034 , -4.842195596287096 , -4.842195595503711 , -3.468880264621972 , -3.468880248398047 , -4.842195594786036 , -4.842195595321579
111, -3.466288961675225 , -3.46628895710865  , -4.844306744188628 , -4.844306751990859 , -3.4662889628633753, -3.4662889456664114, -4.844306747078125 , -4.844306743731061 , -3.466288960400583 , -3.466288955672152 , -4.844306747294186 , -4.844306746522632 , -3.4662889667873262, -3.4662889505725287, -4.84430674578069  , -4.844306746372826
112, -3.4637362079858667, -3.463736203416478 , -4.84642367485147  , -4.846423682720209 , -3.4637362091740207, -3.4637361919827274, -4.846423677761644 , -4.846423674391182 , -3.4637362067111193, -3.463736201981571 , -4.846423677992804 , -4.846423677212947 , -3.463736213092554 , -3.4637361968861877, -4.84642367642902  , -4.846423677048889
113, -3.461221313546665 , -3.4612213089745576, -4.848546183363208 , -4.848546191294078 , -3.461221314734825 , -3.4612212975491934, -4.848546186291778 , -4.848546182902149 , -3.46122131227298  , -3.461221307542669 , -4.848546186502909 , -4.848546185693562 , -3.4612213186482195, -3.4612213024505825, -4.848546184943783 , -4.848546185566425
114, -3.458743612012784 , -3.458743607437897 , -4.850674078603839 , -4.850674086598187 , -3.458743613200946 , -3.45874359602082  , -4.850674081562094 , -4.850674078140948 , -3.4587436107404153, -3.458743606008388 , -4.850674081759642 , -4.850674080933955 , -3.4587436171100747, -3.458743600920286 , -4.850674080170961 , -4.850674080853757
115, -3.4563024549219024, -3.4563024503442747, -4.852807179601857 , -4.85280718766305  , -3.4563024561100835, -3.45630243893539  , -4.852807182588258 , -4.852807179138207 , -3.456302453649966 , -3.456302448915938 , -4.852807182777491 , -4.852807181938716 , -3.4563024600128545, -3.4563024438318366, -4.852807181202064 , -4.852807181863908
116, -3.453897211061875 , -3.4538972064815168, -4.854945315031401 , -4.854945323159521 , -3.453897212250066 , -3.4538971950807342, -4.854945318050145 , -4.854945314564825 , -3.4538972097913225, -3.4538972050548913, -4.854945318187062 , -4.85494531737751  , -3.453897216148169 , -3.4538971999746235, -4.854945316605929 , -4.854945317329826
117, -3.451527265865742 , -3.451527261282591 , -4.857088322700308 , -4.8570883308992245, -3.4515272670539376, -3.451527249889829 , -4.8570883257664725, -4.857088322226563 , -3.4515272645956587, -3.4515272598577273, -4.857088325906102 , -4.857088325067727 , -3.4515272709464346, -3.451527254780815 , -4.857088324273355 , -4.857088324982168
118, -3.4491920208328524, -3.4491920162469896, -4.859236049104396 , -4.85923605737026  , -3.449192022021042 , -3.4491920048621725, -4.859236052216409 , -4.859236048619401 , -3.449192019562187 , -3.449192014823488 , -4.8592360523779226, -4.859236051494095 , -3.4491920259073323, -3.449192009749705 , -4.859236050724111 , -4.859236051405761
119, -3.4468908929755675, -3.4468908883870073, -4.861388348983372 , -4.861388357310923 , -3.4468908941637504, -3.446890877010049 , -4.861388352140989 , -4.861388348484139 , -3.446890891704279 , -3.4468908869647352, -4.861388352284334 , -4.861388351378432 , -3.4468908980430832, -3.4468908818943733, -4.861388350616769 , -4.861388351278374
120, -3.4446233142888993, -3.4446233096976564, -4.863545084891123 , -4.863545093286029 , -3.4446233154770622, -3.4446232983284766, -4.863545088097726 , -4.863545084383095 , -3.444623313018566 , -3.4446233082769577, -4.863545088226164 , -4.863545087314622 , -3.444623319351232 , -3.444623303210524 , -4.863545086557255 , -4.86354508721788
121, -3.442388731243196 , -3.44238872664932  , -4.865706126808956 , -4.865706135285656 , -3.4423887324313256, -3.4423887152878496, -4.865706130077296 , -4.865706126292932 , -3.4423887299724827, -3.44238872523001  , -4.86570613019765  , -4.865706129314812 , -3.4423887363007144, -3.442388720167184 , -4.865706128524178 , -4.865706129169803
122, -3.440186604297694 , -3.4401865997012693, -4.867871351787019 , -4.867871360342876 , -3.440186605485781 , -3.4401865883474354, -4.8678713551227535, -4.867871351265681 , -3.4401866030285855, -3.440186598284004 , -4.867871355237748 , -4.86787135432201  , -3.4401866093499036, -3.4401865932249147, -4.867871353565182 , -4.867871354189189
123, -3.438016407434713 , -3.4380164028357556, -4.870040643550157 , -4.870040652195642 , -3.4380164086227554, -3.4380163914894832, -4.870040646953642 , -4.870040643026455 , -3.438016406165171 , -3.4380164014207986, -4.870040647059219 , -4.870040646135334 , -3.4380164124820642, -3.4380163963638477, -4.870040645387839 , -4.870040646032962
124, -3.435877627712773 , -3.435877623111305 , -4.872213892176669 , -4.872213900928016 , -3.4358776289007804, -3.435877611772522 , -4.8722138956567935, -4.8722138916487125, -3.4358776264430633, -3.4358776216979727, -4.872213895748429 , -4.872213894824475 , -3.4358776327545564, -3.4358776166440226, -4.872213894076773 , -4.872213894712834
125, -3.433769764838123 , -3.4337697602342208, -4.87439099377927  , -4.874391002617961 , -3.4337697660260824, -3.4337697489028476, -4.874390997330083 , -4.8743909932442575, -3.4337697635691753, -3.433769758822659 , -4.874390997360198 , -4.874390996488345 , -3.433769769875693 , -3.4337697537715592, -4.874390995746367 , -4.874390996378377
126, -3.4316923307538514, -3.4316923261474805, -4.87657185017014  , -4.876571859106185 , -3.4316923319417594, -3.4316923148234433, -4.876571853799022 , -4.876571849629668 , -3.4316923294844854, -3.431692324736849 , -4.876571853809265 , -4.876571852935891 , -3.431692335786041 , -3.4316923196910385, -4.8765718521883805, -4.876571852816185
127, -3.4296448492451947, -3.4296448446363836, -4.878756368594334 , -4.878756377643328 , -3.4296448504330304, -3.4296448333196126, -4.878756372294611 , -4.878756368050182 , -3.429644847977422 , -3.429644843227987 , -4.878756372322419 , -4.87875637141918  , -3.429644854272916 , -3.429644838185589 , -4.878756370689342 , -4.8787563713261815
128, -3.4276268555610985, -3.4276268509498427, -4.880944461455071 , -4.8809444706141   , -3.427626856748852 , -3.4276268396402747, -4.880944465232727 , -4.880944460903012 , -3.427626854293753 , -3.4276268495426563, -4.880944465296451 , -4.880944464365917 , -3.4276268605837146, -3.427626844504026 , -4.880944463640692 , -4.880944464269342
129, -3.425637896050181 , -3.4256378914365526, -4.8831360460396445, -4.8831360553167045, -3.425637897237844 , -3.4256378801341216, -4.883136049899399 , -4.8831360454842905, -3.4256378947825925, -3.4256378900301847, -4.88313604993499  , -4.883136049003404 , -3.4256379010674083, -3.425637884995264 , -4.88313604828218  , -4.883136048932329
130, -3.423677527811648 , -3.4236775231956598, -4.885331044280625 , -4.885331053671631 , -3.4236775289992076, -3.423677511900294 , -4.885331048217163 , -4.8853310437243564, -3.4236775265454695, -3.4236775217910704, -4.885331048247483 , -4.885331047318352 , -3.423677532824737 , -3.4236775167587274, -4.885331046629257 , -4.885331047237219
131, -3.4217453183594797, -3.421745313741115 , -4.887529382508684 , -4.887529391988121 , -3.42174531954693  , -3.42174530245274  , -4.887529386511083 , -4.887529381945809 , -3.4217453170935133, -3.4217453123375106, -4.887529386531283 , -4.8875293855979605, -3.4217453233675315, -3.421745307309329 , -4.887529384935179 , -4.8875293855043545
132, -3.4198408452994196, -3.419840840678765 , -4.889730991198842 , -4.889731000776276 , -3.4198408464867738, -3.419840829397304 , -4.889730995280861 , -4.889730990640521 , -3.4198408440319032, -3.419840839275417 , -4.88973099528188  , -4.889730994397756 , -3.4198408503020232, -3.4198408342512296, -4.889730993686955 , -4.889730994257842
133, -3.4179636960189583, -3.4179636913960794, -4.891935804823733 , -4.891935814495762 , -3.417963697206214 , -3.4179636801214586, -4.891935808979544 , -4.891935804264125 , -3.417963694752282 , -3.4179636899952506, -4.8919358089386975, -4.891935808069044 , -3.4179637010166664, -3.417963684973812 , -4.891935807335945 , -4.891935807931744
134, -3.416113467388741 , -3.4161134627636414, -4.8941437615910175, -4.894143771360127 , -3.416113468575904 , -3.416113451495786 , -4.894143765818631 , -4.8941437610280945, -3.4161134661229373, -3.416113461364255 , -4.89414376573955  , -4.894143764904126 , -3.416113472382387 , -3.416113456345907 , -4.894143764129699 , -4.894143764746869
135, -3.4142897654752016, -3.4142897608479155, -4.896354803257797 , -4.896354813139101 , -3.4142897666622725, -3.4142897495867564, -4.896354807575807 , -4.8963548027046   , -3.4142897642106136, -3.414289759450547 , -4.896354807456254 , -4.896354806686796 , -3.4142897704653   , -3.414289754435069 , -4.896354805880893 , -4.896354806455958
136, -3.4124922052642592, -3.4124922006347598, -4.8985688750105485, -4.898568884998732 , -3.4124922064512355, -3.412492189380223 , -4.898568879405014 , -4.89856887445122  , -3.4124922040000896, -3.4124921992379567, -4.898568879283948 , -4.898568878499681 , -3.412492210249535 , -3.412492194225956 , -4.898568877709822 , -4.898568878265134
137, -3.410720410395008 , -3.410720405763409 , -4.9007859252055725, -4.900785935294605 , -3.410720411581894 , -3.4107203945154203, -4.900785929669608 , -4.900785924633141 , -3.4107204091319887, -3.410720404368901 , -4.900785929539658 , -4.900785928722979 , -3.410720415376289 , -3.4107203993589614, -4.9007859279877275, -4.900785928496537
138, -3.4089740129035873, -3.4089740082700035, -4.90300590524161  , -4.903005915424995 , -3.4089740140903975, -3.408973997028483 , -4.903005909763559 , -4.903005904655936 , -3.4089740116402116, -3.408974006875696 , -4.903005909629316 , -4.9030059087829345, -3.408974017880384 , -3.4089740018699666, -4.9030059080558805, -4.903005908557144
139, -3.4072526529765375, -3.4072526483409247, -4.905228769400097 , -4.905228779676465 , -3.4072526541632726, -3.4072526371057985, -4.905228773984674 , -4.905228768805764 , -3.407252651713039 , -3.4072526469489137, -4.905228773776834 , -4.905228772913264 , -3.407252657949087 , -3.407252641945153 , -4.905228772244197 , -4.905228772726492
140, -3.4055559787123655, -3.4055559740747348, -4.907454474703353 , -4.90745448507709  , -3.4055559798990203, -3.4055559628459324, -4.907454479342903 , -4.907454474095312 , -3.4055559774507187, -3.4055559726839992, -4.907454479150469 , -4.907454478283871 , -3.405555983681319 , -3.405555967682352 , -4.907454477637937 , -4.9074544781107505
141, -3.403883645892724 , -3.403883641253079 , -4.909682980775476 , -4.909682991239383 , -3.4038836470792972, -3.4038836300305286, -4.909682985471465 , -4.909682980147324 , -3.4038836446312146, -3.403883639863487 , -4.909682985238828 , -4.909682984377842 , -3.403883650856737 , -3.403883634865197 , -4.909682983703608 , -4.909682984194854
142, -3.4022353177610722, -3.4022353131195064, -4.911914249692646 , -4.911914260253625 , -3.4022353189475845, -3.4022353019031315, -4.911914254428675 , -4.911914249042649 , -3.4022353164991883, -3.402235311730852 , -4.911914254152859 , -4.911914253295506 , -3.4022353227201347, -3.402235306734962 , -4.911914252612621 , -4.911914253137315
143, -3.400610664809892 , -3.4006106601663544, -4.9141482458595505, -4.91414825650662  , -3.400610665996354 , -3.4006106489560843, -4.914148250625818 , -4.914148245184263 , -3.40061066354782  , -3.4006106587793696, -4.914148250356323 , -4.914148249531874 , -3.400610669764309 , -3.400610653786297 , -4.914148248800511 , -4.914148249273949
144, -3.3990093645746446, -3.3990093599292375, -4.916384935877934 , -4.9163849466163105, -3.399009365761061 , -3.3990093487250004, -4.916384940692896 , -4.916384935183939 , -3.3990093633128104, -3.3990093585432555, -4.916384940439182 , -4.916384939581687 , -3.399009369525376 , -3.399009353554151 , -4.916384938827557 , -4.91638493937831
145, -3.3974311014358327, -3.3974310967885932, -4.918624288470462 , -4.918624299286636 , -3.397431102622218 , -3.39743108559033  , -4.918624293331921 , -4.918624287756022 , -3.397431100174424 , -3.3974310954042988, -4.918624293112355 , -4.918624292217302 , -3.3974311063831704, -3.397431090417068 , -4.918624291476331 , -4.918624291958095
146, -3.395875566427276 , -3.395875561778269 , -4.920866274331423 , -4.9208662852239105, -3.3958755676136088, -3.395875550585919 , -4.920866279247253 , -4.920866273600384 , -3.3958755651666723, -3.3958755603955186, -4.920866278995654 , -4.920866278116702 , -3.3958755713714273, -3.39587555541197  , -4.920866277380165 , -4.920866277834415
147, -3.394342457051441 , -3.394342452400731 , -4.923110866063764 , -4.923110877021001 , -3.394342458237736 , -3.394342441214229 , -4.923110871016049 , -4.923110865312091 , -3.3943424557905435, -3.394342451018783 , -4.9231108708080855, -4.923110869893292 , -3.394342461991018 , -3.3943424460368012, -4.92311086914858  , -4.923110869611765
148, -3.3928314771009793, -3.3928314724486093, -4.925358038033669 , -4.925358049041088 , -3.3928314782872366, -3.392831461267894 , -4.925358043021676 , -4.925358037258836 , -3.392831475839249 , -3.3928314710670504, -4.925358042846356 , -4.925358041934269 , -3.392831482036738 , -3.39283146608826  , -4.925358041187798 , -4.925358041644627
149, -3.3913423364865767, -3.3913423318323703, -4.9276077663091415, -4.927607777355649 , -3.391342337672792 , -3.3913423206573845, -4.927607771320937 , -4.927607765516414 , -3.3913423352263985, -3.3913423304523587, -4.92760777110488  , -4.927607770263386 , -3.3913423414187944, -3.391342325476248 , -4.9276077694531075, -4.927607769926971
150, -3.389874751069835 , -3.3898747464138883, -4.929860028549576 , -4.9298600396464884, -3.3898747522560013, -3.389874735244574 , -4.929860033597374 , -4.9298600277479725, -3.3898747498087083, -3.389874745034616 , -4.929860033359177 , -4.929860032561598 , -3.389874755996514 , -3.3898747400616647, -4.929860031708991 , -4.929860032223388
151, -3.3884284425031312, -3.3884284378455614, -4.932114803955601 , -4.932114815103462 , -3.388428443689243 , -3.3884284266818665, -4.9321148090283735, -4.932114803141385 , -3.3884284412430756, -3.3884284364682546, -4.932114808787243 , -4.932114808010075 , -3.3884284474261284, -3.3884284314975455, -4.9321148072218035, -4.932114807696413
152, -3.38700313807403  , -3.387003133414764 , -4.934372073141141 , -4.934372084359309 , -3.387003139260065 , -3.387003122256636 , -4.934372078260003 , -4.934372072334068 , -3.387003136815328 , -3.3870031320380005, -4.934372078005311 , -4.934372077237481 , -3.387003142993931 , -3.3870031270710053, -4.9343720764623695, -4.934372076894621
153, -3.385598570554756 , -3.38559856589369  , -4.93663181815532  , -4.936631829408654 , -3.38559857174073  , -3.3855985547410725, -4.936631823286547 , -4.936631817330744 , -3.385598569295477 , -3.3855985645185527, -4.936631823030802 , -4.936631822273256 , -3.3855985754709836, -3.3855985595536793, -4.936631821481007 , -4.93663182192805
154, -3.3842144780567285, -3.3842144733939916, -4.938894022246934 , -4.9388940335659655, -3.3842144792426274, -3.384214462246822 , -4.93889402740576  , -4.938894021427901 , -3.384214476797695 , -3.3842144720194733, -4.93889402715578  , -4.938894026416532 , -3.384214482969349 , -3.3842144670579346, -4.938894025556921 , -4.938894026045317
155, -3.3828506038905695, -3.382850599226163 , -4.941158669978967 , -4.941158681352558 , -3.382850605076413 , -3.382850588084384 , -4.941158675151081 , -4.941158669152137 , -3.3828506026323297, -3.38285059785276  , -4.9411586749072205, -4.941158674164911 , -3.382850608799291 , -3.3828505928942607, -4.941158673347906 , -4.941158673780113
156, -3.3815066964297267, -3.381506691763661 , -4.943425747017179 , -4.943425758460499 , -3.381506697615516 , -3.381506680627215 , -4.943425752224656 , -4.9434257461941105, -3.3815066951725625, -3.3815066903921513, -4.943425751947365 , -4.943425751217489 , -3.381506701335    , -3.3815066854347693, -4.943425750447537 , -4.943425750824049
157, -3.38018250897907  , -3.380182504311359 , -4.945695240168692 , -4.945695251692202 , -3.380182510164813 , -3.380182493180194 , -4.945695245402618 , -4.945695239347509 , -3.380182507722335 , -3.3801825029399453, -4.945695245091492 , -4.945695244384352 , -3.3801825138814734, -3.380182497985438 , -4.945695243616767 , -4.945695244018688
158, -3.3788777996474977, -3.3788777949781603, -4.947967137271725 , -4.947967148871176 , -3.378877800833182 , -3.378877783852225 , -4.947967142541405 , -4.947967136445692 , -3.378877798391097 , -3.3788777936092753, -4.947967142227077 , -4.947967141513674 , -3.378877804547036 , -3.3788777886570562, -4.9479671407613735, -4.947967141180327
159, -3.3775923312248444, -3.3775923265539047, -4.950241427148529 , -4.950241438831071 , -3.377592332410471 , -3.3775923154331537, -4.950241432452151 , -4.95024142632227  , -3.377592329968534 , -3.377592325186451 , -4.950241432084261 , -4.950241431413639 , -3.3775923361208418, -3.3775923202363325, -4.950241430661938 , -4.950241431020253
160, -3.376325871062563 , -3.3763258663899847, -4.952518099581472 , -4.952518111341949 , -3.3763258722481346, -3.376325855274363 , -4.952518104925597 , -4.952518098756944 , -3.376325869806122 , -3.3763258650233428, -4.95251810456083  , -4.952518103841689 , -3.37632587595521  , -3.3763258600760064, -4.952518103115605 , -4.952518103498511
161, -3.3750781909579484, -3.3750781862838175, -4.954797145232975 , -4.954797157065068 , -3.3750781921434747, -3.375078175173271 , -4.954797150594957 , -4.954797144405243 , -3.3750781897015685, -3.375078184917572 , -4.954797150266035 , -4.954797149590517 , -3.3750781958469935, -3.375078179973007 , -4.954797148835708 , -4.954797149224563
162, -3.373849067042491 , -3.3738490623668773, -4.957078555588736 , -4.957078567499479 , -3.3738490682279685, -3.373849051261366 , -4.957078560979683 , -4.9570785547607   , -3.373849065787433 , -3.3738490610008403, -4.9570785606848204, -4.957078560017782 , -3.37384907192746  , -3.3738490560591283, -4.957078559311291 , -4.957078559690831
163, -3.372638279673653 , -3.3726382749964063, -4.9593623229730195, -4.959362334948814 , -3.3726382808590674, -3.3726382638958845, -4.959362328386688 , -4.959362322132784 , -3.3726382784185627, -3.372638273631644 , -4.959362328150424 , -4.95936232738519  , -3.3726382845545357, -3.372638268692112 , -4.959362326752499 , -4.959362327140358
164, -3.3714456133291164, -3.371445608650331 , -4.961648440420868 , -4.9616484524558535, -3.3714456145144616, -3.371445597554747 , -4.9616484458682155, -4.961648439586933 , -3.371445612073343 , -3.371445607285952 , -4.961648445608098 , -4.961648444839127 , -3.371445618207438 , -3.3714456023502524, -4.961648444207277 , -4.961648444562474
165, -3.370270856505712 , -3.3702708518254147, -4.963936901719695 , -4.963936913816262 , -3.3702708576909957, -3.3702708407347166, -4.963936907192332 , -4.963936900885855 , -3.370270855251396 , -3.370270850462149 , -4.963936906977954 , -4.963936906142005 , -3.3702708613814365, -3.370270845528313 , -4.9639369055748475, -4.963936905897319
166, -3.3691138016203395, -3.3691137969386   , -4.9662277013397125, -4.966227713494829 , -3.369113802805556 , -3.369113785852744 , -4.966227706840348 , -4.966227700503431 , -3.3691138003648176, -3.369113795575329 , -4.966227706620864 , -4.966227705741087 , -3.3691138064917574, -3.369113790644734 , -4.966227705228911 , -4.966227705544728
167, -3.367974244914425 , -3.367974240231305 , -4.9685208343753855, -4.968520846581839 , -3.3679742460995965, -3.367974229150235 , -4.96852083989025  , -4.9685208335458615, -3.36797424365955  , -3.367974238868868 , -4.968520839657603 , -4.96852083875635  , -3.3679742497818466, -3.3679742339407297, -4.968520838305069 , -4.968520838544979
168, -3.3668519863613016, -3.3668519816766875, -4.970816296541695 , -4.970816308801557 , -3.3668519875464344, -3.366851970600352 , -4.970816302087194 , -4.970816295720984 , -3.3668519851063556, -3.366851980315075 , -4.970816301888801 , -4.970816300928703 , -3.3668519912258534, -3.3668519753903094, -4.970816300451946 , -4.970816300706259
