timesteps,0.0,0.5,L
0.002,-1.3017050545689561e-06,-1.938975402931958e-05,-0.39866023056614225
0.004,-9.584771691957414e-06,-7.376292940142654e-05,-0.7960714193100636
0.006,-2.8470299252247484e-05,1.7416999336043836e-07,-1.1909884377807054
0.008,-5.764122066613958e-05,0.0002890145050968745,-1.5821739720085028
0.01,-9.227366893258034e-05,0.0008292868994700345,-1.9684023991320636
0.012,-0.00012128204042838896,0.0015937451876008794,-2.3484636273954713
0.014,-0.0001244847026063793,0.0024325512156743736,-2.72116688748511
0.016,-6.913775005814951e-05,0.002937972531083242,-3.0853444633273686
0.018000000000000002,9.351406222791345e-05,0.0021806582146491637,-3.439855350658273
0.020000000000000004,0.0004308693995139569,-0.0017454123732714528,-3.7835888319023807
0.022000000000000006,0.0010299514386335326,-0.012422908644625422,-4.115467956160495
0.024000000000000007,0.001996035377716054,-0.03606857085001906,-4.434452913403054
0.02600000000000001,0.0034484803798673263,-0.08267391702617936,-4.739544292297507
0.02800000000000001,0.005513544445909927,-0.16708448089489278,-5.02978621146259
0.030000000000000013,0.008313786818955005,-0.3094166119467766,-5.30426931433898
0.032000000000000015,0.011952474512613314,-0.5335316919486541,-5.562133618293077
0.034000000000000016,0.016488186599725285,-0.8614642282914986,-5.802571209027415
0.03600000000000002,0.02188792457088383,-1.302174016732521,-6.02482877185585
0.03800000000000002,0.02793398391744893,-1.8378088105093549,-6.228209951912755
0.04000000000000002,0.03403687949272145,-2.4195626237794765,-6.412077535901518
0.04200000000000002,0.03886817052867932,-2.985615902599925,-6.575855448546625
0.044000000000000025,0.039664714178822634,-3.4929286656020673,-6.7190305574943325
0.04600000000000003,0.03095884411623712,-3.9348373913292853,-6.8411542810069355
0.04800000000000003,0.002357033499600504,-4.330478419004194,-6.941843993413596
0.05000000000000003,-0.0650975240328964,-4.701217993062462,-7.020784223914312
0.05200000000000003,-0.20408864972256932,-5.055635961532398,-7.077727644981045
0.054000000000000034,-0.4657914113544385,-5.389944512423505,-7.1124958472592565
0.056000000000000036,-0.9163318536472831,-5.696596103956836,-7.124979898542018
0.05800000000000004,-1.6081886549454116,-5.971026921924801,-7.115140685065362
0.06000000000000004,-2.517929509562716,-6.2126225507249915,-7.083009034055547
0.06200000000000004,-3.500963434244431,-6.422408098806665,-7.028685617144342
0.06400000000000004,-4.360430277988741,-6.601118033351108,-6.9523406349548456
0.06600000000000004,-4.994633772240648,-6.748863403967581,-6.85421328384617
0.06800000000000005,-5.442782986010672,-6.865612017762546,-6.734611006487649
0.07000000000000005,-5.796283494781878,-6.951555542802102,-6.593908528610627
0.07200000000000005,-6.1090186218305575,-7.007141598422821,-6.432546684955787
0.07400000000000005,-6.38366867824694,-7.0329723744818216,-6.251031038094432
0.07600000000000005,-6.60540388477687,-7.029739626157992,-6.0499302944510776
0.07800000000000006,-6.768676432419175,-6.998213499608149,-5.82987452249014
0.08000000000000006,-6.878677025567861,-6.939244928227908,-5.591553178649294
0.08200000000000006,-6.942395108883163,-6.853760801101452,-5.33571294720444
0.08400000000000006,-6.964143679310408,-6.742753786313716,-5.063155400834233
0.08600000000000006,-6.946475676638968,-6.607271986341279,-4.774734489213831
0.08800000000000006,-6.891853628093856,-6.448409715133825,-4.471353863506308
0.09000000000000007,-6.803033749410799,-6.267299033675865,-4.153964045134463
0.09200000000000007,-6.682790615248717,-6.065102005024045,-3.8235594477034307
0.09400000000000007,-6.533746624384556,-5.843003864671056,-3.4811752614047995
0.09600000000000007,-6.3583880853459345,-5.602207139439992,-3.1278842096636166
0.09800000000000007,-6.159109740091911,-5.343926595537635,-2.7647931881901067
0.10000000000000007,-5.938225260962751,-5.069384914450923,-2.393039796966246
0.10200000000000008,-5.697961767996977,-4.779809118356076,-2.0137887760327997
0.10400000000000008,-5.4404564155095905,-4.476427865778206,-1.6282283562439055
0.10600000000000008,-5.167756213422745,-4.16046970043466,-1.2375665364226207
0.10800000000000008,-4.881818042603014,-3.8331621515163996,-0.843027298581446
0.11000000000000008,-4.584508069247866,-3.4957313668692542,-0.4458467730659716
0.11200000000000009,-4.277601087426374,-3.1494018508200843,-0.047269365636578554
0.11400000000000009,-3.962780174237013,-2.7953959203814116,0.3514561413775317
0.11600000000000009,-3.641636673857338,-2.4349326206406645,0.749080501636561
0.11800000000000009,-3.3156703747619676,-2.0692259562079784,1.1443579188021018
