,0,1,diff
0,1.0,1.0,0.0
1,-0.3583151075357081,-0.35831510753570733,7.771561172376096e-16
2,-0.18028488047992935,-0.17867501431462196,0.0016098661653073942
3,0.5385999880156375,0.5369901218503301,0.0016098661653073387
4,-0.5397273147277127,-0.5397273147277131,3.3306690738754696e-16
5,-0.002236625086339483,0.03563723277190041,0.03787385785823989
6,0.5419639398140522,0.504090081955811,0.03787385785824127
7,-0.5430732381883164,-0.46571565630652334,0.07735758188179309
8,-0.0022004574818043077,-0.07955803936359396,0.07735758188178965
9,0.5452736956701207,0.5452736956701209,1.1102230246251565e-16
10,-0.5463648547776607,-0.6632061606829968,0.11684130590533603
11,-0.0021640698333549313,-0.004503134090880295,0.002339064257525364
12,0.5485289246110157,0.6677092947738756,0.11918037016285998
13,-0.5496018353368303,-0.5542799638518706,0.004678128515040347
14,-0.002127465779725224,-0.09838698815803087,0.09625952237830565
15,0.5517293011165555,0.6526669520099107,0.10093765089335516
16,-0.5527838561704659,-0.8644832710899395,0.3116994149194736
17,-0.0020906489812904105,0.009676571934553319,0.011767220915843729
18,0.5548745051517563,0.8548066991553829,0.2999321940036266
19,-0.5559105990791361,-0.6333138081408007,0.07740320906166465
20,-0.002053623119699699,-0.051989434838376265,0.049935811718676566
21,0.5579642221988358,0.6853032429791769,0.1273390207803411
22,-0.5589817513911556,-0.9587855688321302,0.3998038174409746
23,-0.0020163918975084627,0.06165311849266466,0.06366951039017313
24,0.560998143288664,0.8971324503394683,0.33613430705080427
25,-0.5619970059938526,-0.561997005993853,4.440892098500626e-16
26,-0.0019789590378076483,0.017045254420557168,0.019024213458364816
27,0.5639759650316603,0.5449517515732881,0.01902421345837213
28,-0.5649560613642793,-0.8630419414983438,0.29808588013406445
29,-0.001941328283852406,0.09110431237310866,0.09304564065696107
30,0.5668973896481317,0.7719376291252331,0.20504023947710137
31,-0.5678586215993651,-0.3627431268270694,0.20511549477229568
32,-0.0019035033986863903,0.03373599455933979,0.03563949795802618
33,0.5697621249980515,0.3290071322677289,0.24075499273032258
34,-0.5707043964455047,-0.7044656400065546,0.1337612435610499
35,-0.0018654881647670596,0.07807657128493423,0.07994205944970129
36,0.5725698846102718,0.6263890687216243,0.05381918411135245
37,-0.5734931013275855,-0.17285398969786575,0.4006391116297197
38,-0.0018272863835854247,0.012369936648121738,0.014197223031707163
39,0.5753203877111709,0.16048405304974486,0.414836334661426
40,-0.5762244573774425,-0.6016491954253792,0.025424738047936657
41,-0.0017889018752880181,0.023635836172643653,0.02542473804793167
42,0.5780133592527306,0.578013359252731,4.440892098500626e-16
43,-0.578898191461747,-0.11321238070445494,0.4656858107572921
44,-0.001750338478294311,-0.022123042436292997,0.020372703957998686
45,0.5806485299400413,0.13533542314074326,0.4453131067992981
46,-0.5815140362093191,-0.6222594441253197,0.040745407916000675
47,-0.0017116000489112437,-0.014202847844631095,0.012491247795719852
48,0.5832256362582303,0.6364622919699491,0.05323665571171876
49,-0.5840717300378637,-0.16374111883000564,0.4203306112078581
50,-0.001672690460949422,-0.07316164240828586,0.07148895194733644
51,0.5857444204988131,0.23690276123829035,0.3488416592605228
52,-0.5865710171801292,-0.7827855767865232,0.196214559606394
53,-0.0016336136053355377,-0.06171754815824104,0.060083934552905505
54,0.5882046307854647,0.8445031249447609,0.2562984941592962
55,-0.5890116477094842,-0.3603378575547707,0.2286737901547135
56,-0.0015943733897225698,-0.08361610927573335,0.08202173588601078
57,0.5906060210992068,0.44395396683050786,0.14665205426869893
58,-0.5913933775649098,-1.0117353434962297,0.4203419659313199
59,-0.00155497373809943,-0.07488100087244948,0.07332602713435005
60,0.5929483513030093,1.0866163443686765,0.4936679930656672
61,-0.5937159685754055,-0.5937159685754061,5.551115123125783e-16
62,-0.0015154185903978323,-0.09590864528114781,0.09439322669074998
63,0.5952313871658034,0.6896246138565542,0.09439322669075079
