,0,1,diff
0,1.0,1.0,0.0
1,-0.006356644023297567,-0.006356644023297619,5.204170427930421e-17
2,-0.00625701777159215,-0.006386597862472202,0.00012958009088005241
3,0.012613661794889717,0.012743241885771866,0.0001295800908821497
4,-0.015692357554832018,-0.015692357554831837,1.8041124150158794e-16
5,-0.006060357442712425,-0.005694631508113413,0.0003657259345990118
6,0.021752714997544442,0.02138698906294595,0.0003657259345984931
7,-0.024734376680314557,-0.024132504901998468,0.000601871778316089
8,-0.005868504663542523,-0.0064703764418557914,0.0006018717783132684
9,0.03060288134385708,0.030602881343856914,1.6653345369377348e-16
10,-0.03348972432462949,-0.034327741946656325,0.0008380176220268362
11,-0.0056813788245929225,-0.005838034900476982,0.00015665607588405926
12,0.03917110314922241,0.040165776847134675,0.0009946736979122642
13,-0.041965638993042925,-0.04227895114480939,0.0003133121517664636
14,-0.00549890388599987,-0.0056404426170584,0.00014153873105852977
15,0.047464542879042795,0.04791939376186744,0.0004548508828246464
16,-0.05016891092122214,-0.05144666208125037,0.0012777511600282343
17,-0.00532099897628676,-0.00529246956693025,2.8529409356509855e-05
18,0.0554899098975089,0.05673913164818124,0.0012492217506723455
19,-0.058106540831616316,-0.05850433289572856,0.00039779206411224427
20,-0.005147587644373786,-0.005905405434196655,0.0007578177898228695
21,0.0632541284759901,0.06440973832992669,0.00115560985393659
22,-0.06578508518625649,-0.06854994251657683,0.002764857330320336
23,-0.004978588431029329,-0.004400783504060666,0.0005778049269686636
24,0.07076367361728582,0.07295072602063948,0.002187052403353665
25,-0.07321130533804876,-0.07321130533804883,6.938893903907228e-17
26,-0.004813924198980746,-0.004303965109173658,0.0005099590898070879
27,0.0780252295370295,0.0775152704472212,0.000509959089808304
28,-0.08039152201524731,-0.0815586562389851,0.0011671342237377924
29,-0.004653512673479826,-0.0036799953838486236,0.0009735172896312024
30,0.08504503468872714,0.0852386516228346,0.0001936169341074656
31,-0.08733225488398919,-0.08487526121492057,0.0024569936690686106
32,-0.004497275847643312,-0.003928969880287358,0.0005683059673559539
33,0.0918295307316325,0.08880423109520608,0.0030252996364264206
34,-0.09403958638401379,-0.09309659138340766,0.0009429950006061283
35,-0.004345130489093879,-0.003979592149633267,0.00036553833946061185
36,0.09838471687310767,0.09707618353304225,0.0013085333400654209
37,-0.1005197917098203,-0.09676341539447371,0.003756376315346588
38,-0.004196997618080511,-0.00460680438766583,0.0004098067695853186
39,0.10471678932790081,0.1013702197821399,0.0033465695457609024
40,-0.10677871210926869,-0.10628979230837297,0.0004889198008957152
41,-0.004052792977549388,-0.004541712778444842,0.0004889198008954541
42,0.11083150508681808,0.11083150508681808,0.0
43,-0.11282237528299954,-0.11045364533903027,0.0023687299439692777
44,-0.0039124365819147855,-0.0039001703680221333,1.2266213892652214e-05
45,0.11673481186491433,0.11435381570705208,0.0023809961578622474
46,-0.11865637825064766,-0.11863184582286375,2.453242778391318e-05
47,-0.0037758431481615395,-0.003425684378191401,0.0003501587699701386
48,0.1224322213988092,0.12205753020105667,0.000374691197752533
49,-0.1242864981612374,-0.12120518446343574,0.003081313697801652
50,-0.0036429317133813838,-0.004123625496553615,0.000480693783172231
51,0.12792942987461878,0.12532880995999038,0.0026006199146283993
52,-0.12971808482557198,-0.13030478119416358,0.0005866963685915993
53,-0.0035136160247200288,-0.0044009347057581815,0.0008873186810381527
54,0.133231700850292,0.13470571589992136,0.0014740150496293514
55,-0.1349566619240588,-0.1341306793715057,0.0008259825525531173
56,-0.0033878142239657794,-0.0032091103504452764,0.000178703873520503
57,0.1383444761480246,0.13733978972195135,0.0010046864260732369
58,-0.14000732929822357,-0.14112393660081468,0.0011166073025911105
59,-0.003265439194333114,-0.0037677824073702433,0.0005023432130371293
60,0.14327276849255668,0.1448917190081832,0.0016189505156265216
61,-0.14487535453669084,-0.14487535453669076,8.326672684688674e-17
62,-0.0031464083105225416,-0.003989157987886511,0.0008427496773639699
63,0.14802176284721338,0.14886451252457833,0.0008427496773649457
64,-0.1495655851136018,-0.15287003498395768,0.0033044498703558856
65,-0.00303063374045226,-0.0032045739191879077,0.00017394017873564784
66,0.15259621885405406,0.15607460890314548,0.0034783900490914232
67,-0.1540830303281179,-0.1552736603629535,0.0011906300348356047
68,-0.0029180322593415353,-0.0027218585800291768,0.00019617367931235854
69,0.15700106258745944,0.1579955189429825,0.0009944563555230601
70,-0.15843228337273713,-0.16151832606320374,0.0030860426904666116
71,-0.002808515504640813,-0.0029718410755801244,0.00016332557093931164
72,0.16124079887737794,0.164490167138784,0.003249368261406066
73,-0.16261809359674104,-0.16393920109414262,0.0013211074974015802
74,-0.0027019998527899047,-0.002485399244455138,0.00021660060833476663
75,0.16532009344953094,0.16642460033859774,0.0011045068890667975
76,-0.1666447985829577,-0.16946096562769328,0.0028161670447355847
77,-0.002598396625669991,-0.002253732845723227,0.0003446637799467637
78,0.16924319520862768,0.17171469847341753,0.0024715032647898427
79,-0.1705168867008709,-0.17093206603004513,0.00041517932917423117
80,-0.0024976220288139006,-0.0022411103373582916,0.000256511691455609
81,0.1730145087296848,0.17317317636740356,0.0001586676377187679
82,-0.17423843926625557,-0.17619691914813418,0.001958479881878611
83,-0.002399587307841261,-0.0018905402210902477,0.0005090470867510134
84,0.17663802657409683,0.17808745936922504,0.0014494327951282138
85,-0.17781368334536743,-0.1769542568095844,0.0008594265357830255
