,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
37,0.00013319402508979054,0.00022936755924059406,0.00011029290482835071,0.0004167064497614857,0.0002978668081284604,0.00029908258372121405,0.0005434751091330295,0.00015426525465204338,0.00029250670366794487,0.00015976186307604606,0.00047267995382172954,0.00024209317185945711,0.0003168029150867814,0.00021202036407111415,0.00022743375649127983,0.0001451532996178513,0.00038505810054059194,0.00015782222624368056,0.00014168338604924065,0.00011144417908375237
38,0.00014523156143404897,0.00022016798766733792,0.00010604081520561798,0.0004259369018162661,0.0003098499337143531,0.0003008697426747947,0.000541925369559198,0.00016380113853489667,0.0002971811632968582,0.00017196704534014673,0.0004544231816122967,0.0002618183318921128,0.00031337375544794404,0.0002085011236355448,0.0002455686868504958,0.00015370116807279514,0.0004127688107389875,0.00015161115364662752,0.0001360498818691738,0.00010761208038270369
39,0.00015713792021942725,0.00021201810337135975,0.00010212447811598966,0.00042562129799606776,0.0003193784395491543,0.00029641006278262295,0.0005417565971207356,0.00017265240598968162,0.00030566462889181474,0.00018126231909926325,0.000435300361990461,0.0002787899534267054,0.000304903353166114,0.0002020678407959381,0.00026297006400838357,0.0001610443235694094,0.0004443120096649311,0.00014631834142887217,0.0001311989126359932,0.00010496118334866482
40,0.00016746106876116743,0.00020560102732240614,9.911948903249706e-05,0.0004177830277917231,0.00032782536552288373,0.00028793374751375286,0.0005486498014271989,0.0001813367623550076,0.00031970446051574124,0.0001866296065231592,0.0004174737708035587,0.00029070832540016486,0.0002941645274516539,0.00019470608550898078,0.0002769948658560249,0.0001669618338411803,0.0004750878008623728,0.00014246123697987575,0.0001275015028284995,0.00010325138442309747
41,0.00017491127385540312,0.0002006488205283935,9.707426495848087e-05,0.00040542308414378083,0.000337472861782202,0.00027792724018516616,0.0005661789579052978,0.0001907584640449849,0.0003387940592092166,0.0001878375916689547,0.0004015359591208097,0.0002964124971806449,0.0002835254230057949,0.00018801135890088815,0.00028580049578280333,0.00017154967747069075,0.0005003631808606783,0.0001398394390526461,0.0001247254879839911,0.00010195738260500717
42,0.00017875530003203245,0.00019637438791680296,9.566148768187567e-05,0.00039144564471552167,0.0003508437191050939,0.00026834088729631335,0.000593747450338916,0.00020195711913843052,0.00036025084349058624,0.0001854918964384315,0.00038697167143585733,0.00029611942308395065,0.00027434040002334,0.00018277773676989183,0.0002888185191213741,0.0001753471410242711,0.0005168694022003239,0.00013784392208744363,0.00012234305813356485,0.00010053550691758229
43,0.00017900663190907227,0.00019191164757691138,9.441119675202244e-05,0.00037787636335046373,0.00036953038648832086,0.00026015319358588723,0.0006268534613560147,0.00021563627083843824,0.00038044154967902216,0.0001808176047622942,0.000372797179850939,0.0002911951948456338,0.0002668558287046378,0.00017898066498992578,0.00028673141429463276,0.00017931005350101727,0.0005235288659215706,0.00013579274455740404,0.00011979089300712138,9.859689691789269e-05
44,0.00017637420880762546,0.00018660776023189584,9.290044586214729e-05,0.00036559389453170234,0.00039317057395110233,0.0002533976748870244,0.0006593740291990366,0.00023168387077585187,0.000396199906726434,0.0001752558587061112,0.0003580643775973198,0.00028359986688706023,0.0002605341625452981,0.00017606205884421473,0.0002810743184719502,0.00018463720878059757,0.000521329282624523,0.0001331619143712166,0.00011665490723264074,9.597937013395209e-05
45,0.00017200388327799125,0.00018014164307509378,9.08612300895178e-05,0.0003545241702479177,0.0004193610753836198,0.0002475025772589202,0.0006859928814402277,0.0002490038973976319,0.0004057110023631218,0.00017002517226301353,0.00034214395121148864,0.000275232666501668,0.0002545150549041279,0.0001732899317383767,0.0002736454512888583,0.00019232222149901315,0.0005126153215570944,0.0001296811041143674,0.00011274899891779763,9.273216323670747e-05
46,0.00016710817972674983,0.00017254461147790936,8.821376408863387e-05,0.00034405571452628445,0.00044458188224532935,0.00024169127281822451,0.0007035430963269423,0.00026579262391617723,0.00040871927859574553,0.00016581954449244722,0.00032481605675028607,0.00026742847451187126,0.000247989034071667,0.000170030885214264,0.00026595648928845684,0.0002026403229667318,0.0005001620426681333,0.0001253627367159971,0.00010810685389644295,8.902424947563131e-05
