p,convection,mass,nonlinear-lifting,rhs,stiffness,trilinear
0.05,0.47379927520351894,4.328807889303619e-05,0.02380619023455901,0.002615996495842684,5.508170489374691e-08,0.2606760064906294
0.1,0.06426856702672247,3.6331775727868695e-05,0.02380619023455901,0.0003058716303439179,3.4274727615683735e-08,0.000704260310581755
0.2,0.026104279468408653,2.4253210737990114e-05,0.008393192469415006,0.0001867376630520716,7.824063505506305e-09,5.223775289967838e-07
0.4,0.0011134751795160418,9.64760643953779e-07,0.00033375474566678945,1.00721818818346e-05,3.02735851464366e-09,1.541541763740421e-09
0.6,3.5864934882884046e-05,1.7963628214648755e-08,7.219754817891986e-06,1.315640353370566e-07,1.0303476456010095e-11,4.262010223425628e-11
0.8,1.4668583001745204e-07,5.356149621846316e-10,6.294276647624415e-08,2.39644071487236e-09,5.860145577129722e-13,3.4003405482841927e-13
1.0,7.109142320402022e-10,6.32214478818419e-13,3.319533282521901e-10,2.9537343013950896e-12,1.0965405910040307e-13,1.3425974644971968e-15
