,0,1,2,3,4,5,6,7,8,9
0.002,4.2137969026640364e-12,3.654885438768807e-12,4.101444640964588e-12,3.737973467403038e-12,3.548158047756979e-12,4.140003147307075e-12,3.4676925126194137e-12,3.58167040929509e-12,3.263946365491841e-12,3.452719465079029e-12
0.010048387096774193,4.213793287225583e-12,3.65489581549441e-12,4.101436170532724e-12,3.73797549834881e-12,3.548172055036878e-12,4.140023809877726e-12,3.467696010065294e-12,3.58166071697482e-12,3.263951595550527e-12,3.452723520368749e-12
0.01809677419354839,4.213789209741883e-12,3.65490071524137e-12,4.101464489801989e-12,3.737966687775462e-12,3.5481731725794603e-12,4.14002076888844e-12,3.4676917367366047e-12,3.5816658369366355e-12,3.263943088598507e-12,3.4527223367101633e-12
0.02614516129032258,4.2138112203197544e-12,3.65489132526161e-12,4.101439401838118e-12,3.737966907296024e-12,3.5481675358238514e-12,4.140006439458218e-12,3.4676935694919535e-12,3.5816631990730296e-12,3.2639428657891803e-12,3.4527184812567233e-12
0.034193548387096775,4.2138184703780304e-12,3.654875263526253e-12,4.101448715266547e-12,3.737951211182315e-12,3.548164242275462e-12,4.1400303403355516e-12,3.467690082892925e-12,3.581665430345889e-12,3.263936206418213e-12,3.4527189914357585e-12
0.042241935483870965,4.2138358645539426e-12,3.6548973296288726e-12,4.10145349271672e-12,3.737955717393391e-12,3.548179276178508e-12,4.140015461730053e-12,3.46770110183609e-12,3.5816714428957456e-12,3.2639407122459804e-12,3.4527245731280164e-12
0.05029032258064516,4.213810766808714e-12,3.65489138359103e-12,4.101448134337713e-12,3.737975615753004e-12,3.5481662072810744e-12,4.139997804787447e-12,3.4677116849462177e-12,3.5816967186054012e-12,3.2639520752227616e-12,3.4527338634250664e-12
0.05833870967741936,4.213791667977425e-12,3.654883613637383e-12,4.101451884977847e-12,3.73796143913872e-12,3.5481881869060046e-12,4.1400216623287725e-12,3.4676918796523154e-12,3.5816689051326333e-12,3.26395110457313e-12,3.4527193910672474e-12
0.06638709677419355,4.2138228298142985e-12,3.6549174659944e-12,4.101470096366193e-12,3.7379742404125115e-12,3.548180669605117e-12,4.14002072455506e-12,3.467681934317779e-12,3.5816739073227325e-12,3.2639404051088627e-12,3.452730726278759e-12
0.07443548387096774,4.213799109624989e-12,3.6549093082386836e-12,4.101458691851007e-12,3.737978465520009e-12,3.5481808067319924e-12,4.1400006980093334e-12,3.4676981257548726e-12,3.58167687722887e-12,3.2639428533504736e-12,3.4527103840756104e-12
