,0
0.002,3.741098646896419e-14
0.010048387096774193,3.74422349664446e-14
0.01809677419354839,3.7435049033083985e-14
0.02614516129032258,3.7440696110580745e-14
0.034193548387096775,3.744175325041338e-14
0.042241935483870965,3.741267060110419e-14
0.05029032258064516,3.7484632507169027e-14
0.05833870967741936,3.7437065441315575e-14
0.06638709677419355,3.7514571163047616e-14
0.07443548387096774,3.744517668867212e-14
0.08248387096774193,3.7460373707773313e-14
0.09053225806451613,3.750606797496007e-14
0.09858064516129032,3.746050504707265e-14
0.10662903225806451,3.7486665642394686e-14
0.11467741935483872,3.7428842836953626e-14
0.1227258064516129,3.743429405648158e-14
0.1307741935483871,3.747515754646891e-14
0.1388225806451613,3.7453866786688684e-14
0.14687096774193548,3.745955291337028e-14
0.15491935483870967,3.7430357495135985e-14
0.16296774193548386,3.748852548678286e-14
0.17101612903225807,3.745920392497564e-14
0.17906451612903226,3.747842606177912e-14
0.18711290322580645,3.749558360997562e-14
0.19516129032258064,3.750790844000445e-14
0.20320967741935483,3.747435654762903e-14
0.21125806451612902,3.7489807902211537e-14
0.2193064516129032,3.747131785697605e-14
0.22735483870967743,3.7429197742464e-14
0.23540322580645162,3.747238033820518e-14
0.2434516129032258,3.738349944388904e-14
0.2515,3.744715015580064e-14
0.2595483870967742,3.747505257284471e-14
0.2675967741935484,3.745731458449256e-14
0.27564516129032257,3.7439286693635724e-14
0.28369354838709676,3.7531650373857823e-14
0.29174193548387095,3.74613963821297e-14
0.29979032258064514,3.742349890699512e-14
0.30783870967741933,3.741353516165197e-14
0.3158870967741935,3.744728031946667e-14
0.3239354838709677,3.7452092585339723e-14
0.33198387096774196,3.747451706595087e-14
0.34003225806451615,3.7442878432264905e-14
0.34808064516129034,3.742597757069072e-14
0.3561290322580645,3.7524882820430486e-14
0.3641774193548387,3.7488497666150126e-14
0.3722258064516129,3.7414389433694256e-14
0.3802741935483871,3.746598594329563e-14
0.3883225806451613,3.738472068966183e-14
0.3963709677419355,3.740814268925755e-14
0.40441935483870967,3.741101025696706e-14
0.41246774193548386,3.757415680350211e-14
0.42051612903225805,3.744937085849544e-14
0.42856451612903224,3.7484492114796226e-14
0.4366129032258064,3.750899923403132e-14
0.4446612903225806,3.743899962097972e-14
0.45270967741935486,3.7420407769910594e-14
0.46075806451612905,3.7564725576494855e-14
0.46880645161290324,3.743475636611316e-14
0.47685483870967743,3.756363687647788e-14
0.4849032258064516,3.746671888771949e-14
0.4929516129032258,3.7465852670897295e-14
0.501,3.747406989467643e-14
0.5090483870967741,3.7437912262328405e-14
0.5170967741935484,3.748327758941757e-14
0.5251451612903226,3.744112864842436e-14
0.5331935483870968,3.750830418664952e-14
0.541241935483871,3.74639225233309e-14
0.5492903225806451,3.7512229034279426e-14
0.5573387096774194,3.743132404689781e-14
0.5653870967741935,3.754634267405272e-14
0.5734354838709678,3.742225231376751e-14
0.5814838709677419,3.742433804394375e-14
0.5895322580645161,3.7371930152978465e-14
0.5975806451612903,3.747407449579998e-14
0.6056290322580645,3.742767309536092e-14
0.6136774193548387,3.745035951552381e-14
0.6217258064516129,3.750616900090486e-14
0.629774193548387,3.741833682520167e-14
0.6378225806451613,3.7529302834090395e-14
0.6458709677419354,3.748892601580856e-14
0.6539193548387097,3.747733851949e-14
0.6619677419354839,3.747393120687965e-14
0.670016129032258,3.743749659756673e-14
0.6780645161290323,3.7431967119820087e-14
0.6861129032258064,3.749315970014219e-14
0.6941612903225807,3.745615650529333e-14
0.7022096774193548,3.751464277474741e-14
0.710258064516129,3.7513252276055927e-14
0.7183064516129032,3.7479707462297403e-14
0.7263548387096774,3.747465971420596e-14
0.7344032258064516,3.748958548810772e-14
0.7424516129032258,3.741824901731761e-14
0.7505,3.7552132863389116e-14
0.7585483870967742,3.749009322391862e-14
0.7665967741935483,3.7527703744354524e-14
0.7746451612903226,3.7501210604828846e-14
0.7826935483870968,3.742692617089684e-14
0.790741935483871,3.7456727254380456e-14
0.7987903225806452,3.7439296373935685e-14
0.8068387096774193,3.746079222583705e-14
0.8148870967741936,3.743035054654095e-14
0.8229354838709677,3.741355737741163e-14
0.830983870967742,3.749197413128238e-14
0.8390322580645161,3.7531730663322436e-14
0.8470806451612903,3.744832164885187e-14
0.8551290322580645,3.7442066018678916e-14
0.8631774193548387,3.7506036239612325e-14
0.8712258064516128,3.7465581389764944e-14
0.8792741935483871,3.7479735180833235e-14
0.8873225806451612,3.748338186949782e-14
0.8953709677419355,3.739472814518092e-14
0.9034193548387097,3.7435287504003553e-14
0.9114677419354839,3.743023016059883e-14
0.9195161290322581,3.7452981097052245e-14
0.9275645161290322,3.746692437284505e-14
0.9356129032258065,3.744322957135698e-14
0.9436612903225806,3.747731628321635e-14
0.9517096774193549,3.757646233715908e-14
0.959758064516129,3.750283587069527e-14
0.9678064516129032,3.743795924013741e-14
0.9758548387096774,3.745170848093132e-14
0.9839032258064516,3.7590174927239485e-14
0.9919516129032258,3.744467718872834e-14
1.0,3.7456747582304913e-14
