,nonlinear,RB
0,0.5000000000000004,0.5000000000000001
1,0.5000000000000003,0.5000000000000001
2,0.5000000000000003,0.5
3,0.5000000000000002,0.4999999999999999
4,0.5000000000000002,0.4999999999999999
5,0.5000000000000002,0.49999999999999983
6,0.5000000000000002,0.4999999999999998
7,0.5000000000000002,0.4999999999999996
8,0.5000000000000002,0.4999999999999995
9,0.5000000000000001,0.4999999999999971
10,0.5000000000000001,0.499999999999975
11,0.5000000000000001,0.49999999999954353
12,0.5000000000000001,0.4999999999983892
13,0.5000000000000001,0.49999999998892153
14,0.5000000000000001,0.49999999977886406
15,0.5000000000000001,0.49999999511997834
16,0.5000000000000001,0.49999991125974164
17,0.5000000000000001,0.49999937332927996
18,0.5000000000000001,0.49999801531498583
19,0.5000000000000001,0.4999965533602462
20,0.5000000000000001,0.4999913704358043
21,0.5000000000000001,0.4998951035207054
22,0.5000000000000001,0.4997438872499425
23,0.5000000000000001,0.49934948992511174
24,0.5,0.49479884657873646
25,0.5,0.47606446136199776
26,0.5,0.4475688036174405
27,0.5,0.4202056291237705
28,0.5,0.3898649738631434
29,0.5,0.3159590043340272
30,0.5,0.27663221418779366
31,0.5,0.1634005116120212
32,0.5,0.14210988650584688
33,0.5,0.02202166523999323
34,0.5,0.01362195816317343
35,0.5,0.000601270144222836
36,0.5,-0.22243664212351197
37,0.5,-0.6076898581097209
38,0.5,-0.9059597564107096
39,0.5,-1.0114656902080588
40,0.5,-1.5361347727667458
41,0.49999999999999994,-2.005632463749625
42,0.49999999999999994,-2.1797610574803232
43,0.49999999999999994,-2.3687504856296293
44,0.49999999999999994,-2.5497605709456326
45,0.4999999999999999,-2.6480533826273978
46,0.4999999999999999,-2.875068161660707
47,0.4999999999999999,-3.0291795768115413
48,0.4999999999999999,-3.114527568052177
49,0.4999999999999999,-3.338615785930626
50,0.4999999999999999,-3.426898999617553
51,0.4999999999999999,-3.5684576117054045
52,0.4999999999999999,-3.5942124932529675
53,0.49999999999999983,-3.896327632107983
54,0.49999999999999983,-4.103923690099645
55,0.4999999999999998,-4.292345436486502
56,0.4999999999999998,-4.6026801859047275
57,0.4999999999999998,-4.780769895355795
58,0.4999999999999998,-5.0800661169837475
59,0.4999999999999998,-5.176432963251326
60,0.4999999999999998,-5.266211325815156
61,0.4999999999999998,-5.397251151733383
62,0.4999999999999998,-5.47448348475034
63,0.4999999999999998,-5.63269910418359
64,0.4999999999999997,-5.869574122934586
65,0.4999999999999997,-6.03429893992957
66,0.4999999999999997,-6.287669221653183
67,0.4999999999999997,-6.472350712352007
68,0.49999999999999967,-6.587028638172173
69,-14.024683109721531,-6.896124371412318
70,-14.04072987748927,-7.1061594055698
71,-14.063065904891532,-7.1417632706201575
72,-14.080184639583987,-7.404664600749619
73,-14.08567866115778,-7.544196404874163
74,-14.09931789466354,-7.640557893791386
75,-14.103298565282444,-7.740337319578815
76,-14.108698528462822,-7.758363511204143
77,-14.11456057474138,-7.883196929429291
78,-14.124411685387267,-7.917054762941196
79,-14.144345561767643,-8.03260125476042
80,-14.148548202442056,-8.121513768654077
81,-14.15532786395216,-8.169700218092872
82,-14.159041652135773,-8.284561801442178
83,-14.16433404092194,-8.327244435228835
84,-14.171683593185843,-8.42584457296878
85,-14.176283199348765,-8.442800720501138
86,-14.182077993742753,-8.531156262922565
87,-14.190713749528575,-8.601925847924106
88,-14.19173520466131,-8.691232057779711
89,-14.197706003249573,-8.780276583911297
90,-14.213544079562455,-8.82378958239565
91,-14.218160891913463,-8.852341115076156
92,-14.227580234202573,-8.905974155026728
93,-14.236937762639842,-8.924592899572598
94,-14.243966963434294,-8.97879038593725
95,-14.25200498409406,-8.98998018171005
96,-14.258271191202983,-9.067865435137234
97,-14.263496418248485,-9.093837383360377
98,-14.26803346907113,-9.121290823108891
