,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
40,9.067670744614207e-07,9.198395326324113e-07,8.9257388723045e-07,9.365141963911274e-07,1.0141418937629713e-06,9.431325018607421e-07,1.0042670563732946e-06,9.787103725606289e-07,9.461251474058631e-07,9.169244560032092e-07,9.694218533527189e-07,9.221705837956537e-07,9.267691890399561e-07,9.358939746264377e-07,9.043679493662553e-07,9.507338964496885e-07,9.76708843640677e-07,9.12670543632319e-07,8.891616085039668e-07,8.920998819359838e-07
41,9.139569263413766e-07,9.255562978022387e-07,9.019353689759374e-07,9.420696412898558e-07,1.0135369830348367e-06,9.498560532314317e-07,1.0065297980309488e-06,9.8345530575917e-07,9.454438108511314e-07,9.264414834059983e-07,9.69832098733238e-07,9.295829666432162e-07,9.34756855708855e-07,9.450261652711862e-07,9.085251481741983e-07,9.551406892311488e-07,9.798529634222905e-07,9.196125268195994e-07,8.970388549410992e-07,8.994364764449664e-07
42,9.207267776254574e-07,9.319796825575553e-07,9.093757490007155e-07,9.473055981653796e-07,1.0112684344527554e-06,9.570045372516687e-07,1.0076225838077e-06,9.846555531030876e-07,9.494839568959489e-07,9.349109256804421e-07,9.689293760955974e-07,9.356181284893969e-07,9.435485224685243e-07,9.53262819432547e-07,9.154409806720898e-07,9.57375721918811e-07,9.847685414807454e-07,9.277254823285112e-07,9.031342815046871e-07,9.053899545085671e-07
43,9.272733025286121e-07,9.361844982909534e-07,9.1701716155959e-07,9.525692797410818e-07,1.0098370000787974e-06,9.64073816017235e-07,1.0079480016930638e-06,9.843816919887918e-07,9.560819785509766e-07,9.422696266144371e-07,9.673916632452082e-07,9.409009287451178e-07,9.522398596077364e-07,9.601482741029157e-07,9.227947401277686e-07,9.578667547312773e-07,9.900237688878897e-07,9.36229911840617e-07,9.086956169614561e-07,9.098705423442815e-07
44,9.327165871122114e-07,9.383100533295667e-07,9.253739697255795e-07,9.575621971621868e-07,1.0102469964667373e-06,9.704869700279943e-07,1.0082335343143257e-06,9.850940632331806e-07,9.63110001945208e-07,9.496139303101175e-07,9.666306030274317e-07,9.472484275354439e-07,9.601223496289597e-07,9.67508774605861e-07,9.296395651452539e-07,9.568340920110217e-07,9.96670197780698e-07,9.431881905494289e-07,9.148500620060359e-07,9.134897400492083e-07
45,9.377075750359349e-07,9.410167807502382e-07,9.322469809849787e-07,9.613589118062067e-07,1.0134084338626259e-06,9.769989611837757e-07,1.0099238257610322e-06,9.881929481228115e-07,9.69782231777184e-07,9.571786899073603e-07,9.663985445003455e-07,9.543293722495964e-07,9.667491814533083e-07,9.763855994367216e-07,9.358899515119287e-07,9.5475495511416e-07,1.0020372052925627e-06,9.482323297328394e-07,9.200345215620914e-07,9.171492009500126e-07
46,9.433990112969887e-07,9.431156030728358e-07,9.375604898124631e-07,9.647285652172862e-07,1.0167166299907317e-06,9.834792559436644e-07,1.0119375254745693e-06,9.936667283767843e-07,9.755885373702348e-07,9.640958469700899e-07,9.6722172289498e-07,9.614970886329425e-07,9.723616277785292e-07,9.84819464834924e-07,9.418085238758079e-07,9.528300657207215e-07,1.0079700061067077e-06,9.510343405052342e-07,9.232953739007076e-07,9.193439541307254e-07
47,9.499848948999722e-07,9.441574579485231e-07,9.437123633169809e-07,9.660541599730575e-07,1.019996732287119e-06,9.900568920753188e-07,1.0139681473598777e-06,1.0003605750133067e-06,9.800774857714426e-07,9.703677772049315e-07,9.673028290366732e-07,9.692048801429674e-07,9.775031961834007e-07,9.914539020678471e-07,9.475784211027179e-07,9.522558618757303e-07,1.0134880077294054e-06,9.526240357538885e-07,9.249296940294283e-07,9.20562139289105e-07
48,9.572486468854438e-07,9.452868548307065e-07,9.486486291604798e-07,9.662129735337507e-07,1.024260485494385e-06,9.933742764153917e-07,1.0154125670302486e-06,1.006638043812206e-06,9.834996353357465e-07,9.752525840831e-07,9.663254122810468e-07,9.766848760466797e-07,9.820795201564192e-07,9.9675911061304e-07,9.513825376741306e-07,9.532176409312421e-07,1.0182775527439697e-06,9.528578281342983e-07,9.263428056142824e-07,9.219931574943968e-07
49,9.634297383671401e-07,9.47145315043841e-07,9.508558447801637e-07,9.667240041141816e-07,1.027457205090924e-06,9.947556302700637e-07,1.015439495359011e-06,1.0143110040306085e-06,9.875284514202243e-07,9.799927488249952e-07,9.631093300265986e-07,9.83016906247759e-07,9.85581936407605e-07,1.0010066221639624e-06,9.539663494209454e-07,9.547111396038432e-07,1.0231154435338482e-06,9.524878589305757e-07,9.265949830226138e-07,9.242666843131146e-07
50,9.686065119458363e-07,9.490643839983577e-07,9.513676889733823e-07,9.681341376676726e-07,1.0312791906287804e-06,9.955774664574959e-07,1.01714788170619e-06,1.0232453078861857e-06,9.928515336112513e-07,9.854834627055474e-07,9.580480975816472e-07,9.863895637373834e-07,9.853272721031573e-07,1.0035391265110832e-06,9.56946969871286e-07,9.55237997626644e-07,1.0275088775387862e-06,9.52536307338707e-07,9.247917121424008e-07,9.27450573523583e-07
