,fom,rom,srom,piston
0.002,6.190599263870852e-07,6.296204601522297e-07,6.153579431430245e-07,-0.3438304867529109
0.004,-8.980666194181126e-05,-8.971670399535391e-05,-8.973746697004369e-05,-0.6868163210756352
0.006,-0.0002093863795563992,-0.0002094787112077024,-0.0002094714242007975,-1.0281149255073023
0.008,-0.00034713284258658546,-0.00034661692610079696,-0.00034670953767845347,-1.366887867428443
0.01,-0.0005292757794915578,-0.000528887629158025,-0.0005293657672819168,-1.7023029187507739
0.012,-0.0008526571785915128,-0.0008544014160373471,-0.0008523250400338929,-2.033536100364981
0.014,-0.0015959928975438746,-0.0015904937793473472,-0.001595522932517584,-2.359773706324103
0.016,-0.0034934085954295515,-0.003494523351725845,-0.003494936983468894,-2.680214302789906
0.018000000000000002,-0.008318202882682195,-0.008323359043645978,-0.008317552147315265,-2.994070696831653
0.020000000000000004,-0.019976621191648707,-0.01997381717849637,-0.019975195816045756,-3.3005718702407245
0.022000000000000006,-0.046266511536074674,-0.04627199983249788,-0.04626712634592418,-3.5989648736104867
0.024000000000000007,-0.10119959287470033,-0.10119642600021717,-0.10120146639931064,-3.8885166760284244
0.02600000000000001,-0.20705012391955815,-0.20704824356622917,-0.20704893992316006,-4.168515965836592
0.02800000000000001,-0.39394102441586343,-0.39394810740356084,-0.393941075307356,-4.438274898036636
0.030000000000000013,-0.6927147098186329,-0.6927153199940783,-0.6927159117417608,-4.69713078404673
0.032000000000000015,-1.1172200833458439,-1.1172169507569303,-1.117217716093578,-4.944447719659376
0.034000000000000016,-1.6418125140087179,-1.6418071519687303,-1.641811538045792,-5.179618147200816
0.03600000000000002,-2.1996064477764787,-2.1996107185787865,-2.199605966723747,-5.402064348054493
0.03800000000000002,-2.721491927419662,-2.7214991118748326,-2.721490417977175,-5.611239861882006
0.04000000000000002,-3.183031660461605,-3.1830190408488925,-3.1830312471691053,-5.806630829055133
0.04200000000000002,-3.6042321059918234,-3.6042941461386433,-3.6042278278085926,-5.987757253001079
0.044000000000000025,-4.00991409867139,-4.009944513010796,-4.0099084837641215,-6.154174179359899
0.04600000000000003,-4.403937679960399,-4.403870743398457,-4.403935711908686,-6.305472789057387
0.04800000000000003,-4.776931136365065,-4.776921143366042,-4.776933603252502,-6.441281402608182
0.05000000000000003,-5.122371533681508,-5.122352045794826,-5.122377049339763,-6.561266393181913
0.05200000000000003,-5.439419379255391,-5.439366837832614,-5.439417609743047,-6.665133006189382
0.054000000000000034,-5.728108281413698,-5.728089375712548,-5.728111076120271,-6.752626083375359
0.056000000000000036,-5.98747273020008,-5.98742212779231,-5.987470906900241,-6.823530689639208
0.05800000000000004,-6.216476850776378,-6.216504387630607,-6.21647335272763,-6.877672641043489
0.06000000000000004,-6.414465280110555,-6.414563755097705,-6.414465998671256,-6.914918932713441
0.06200000000000004,-6.5810134828703655,-6.58111287013406,-6.58100760382562,-6.935178065576154
0.06400000000000004,-6.715840232378677,-6.715851816437495,-6.715835833504522,-6.938400271136789
0.06600000000000004,-6.818834063811178,-6.818755020065527,-6.81883992892136,-6.924577633739628
0.06800000000000005,-6.8900330749443786,-6.889903515078174,-6.890042471966027,-6.893744110013651
0.07000000000000005,-6.929638038749612,-6.929601533373737,-6.92963925509188,-6.845975445454821
0.07200000000000005,-6.937990179857439,-6.9379794021668495,-6.937983065571951,-6.781388988350045
0.07400000000000005,-6.915566976408898,-6.9155582254544266,-6.915563947070365,-6.700143401499906
0.07600000000000005,-6.862994195929941,-6.862936238209638,-6.8629977454306,-6.602438272448325
0.07800000000000006,-6.781013924242797,-6.780976396693505,-6.781016681087905,-6.488513623176707
0.08000000000000006,-6.670506903408684,-6.670484881413833,-6.670505011811728,-6.358649320467015
0.08200000000000006,-6.532464986456528,-6.5324727335446555,-6.532461840418253,-6.2131643883822925
0.08400000000000006,-6.367997462042992,-6.36796879991507,-6.367995787116234,-6.052416224553577
0.08600000000000006,-6.178326839420012,-6.178293328230665,-6.178326143843717,-5.87679972219849
0.08800000000000006,-5.964779359416137,-5.964762409203729,-5.964779292539249,-5.6867463000283305
0.09000000000000007,-5.728776997567253,-5.728772075329252,-5.728775966409431,-5.482722842426803
0.09200000000000007,-5.471829225615205,-5.471829692249878,-5.471826862992038,-5.265230552503933
0.09400000000000007,-5.195525343630759,-5.195519807565836,-5.195523742581421,-5.034803720842771
0.09600000000000007,-4.901526465494029,-4.901518420848405,-4.901523611840883,-4.792008412963526
0.09800000000000007,-4.59155393292432,-4.591546739750793,-4.591551996177441,-4.537441078729566
0.10000000000000007,-4.271727087111339,-4.271727087111321,-4.271727087111327,-4.271727087111349
0.10200000000000008,-3.995519189907817,-3.995519189907797,-3.995519189907806,-3.9955191899078275
0.10400000000000008,-3.7094959181992886,-3.709495918199265,-3.709495918199278,-3.7094959181992992
0.10600000000000008,-3.4143599154710045,-3.414359915470978,-3.414359915470994,-3.414359915471015
0.10800000000000008,-3.110836211502322,-3.110836211502293,-3.1108362115023125,-3.1108362115023334
0.11000000000000008,-2.7996704412618114,-2.79967044126178,-2.799670441261803,-2.799670441261823
0.11200000000000009,-2.4816270131837483,-2.481627013183714,-2.48162701318374,-2.4816270131837594
0.11400000000000009,-2.1574872313257623,-2.1574872313257263,-2.1574872313257543,-2.157487231325774
0.11600000000000009,-1.8280473760208245,-1.828047376020787,-1.8280473760208173,-1.8280473760208362
0.11800000000000009,-1.4941167477385304,-1.4941167477384916,-1.4941167477385238,-1.4941167477385424
0.12000000000000009,-1.1565156789612228,-1.1565156789611832,-1.1565156789612165,-1.1565156789612345
0.1220000000000001,-0.8160735189588753,-0.8160735189588354,-0.8160735189588697,-0.8160735189588874
0.1240000000000001,-0.47362659641342214,-0.4736265964133824,-0.4736265964134169,-0.47362659641343413
0.12600000000000008,-0.13001616489745255,-0.1300161648974134,-0.13001616489744774,-0.1300161648974647
0.12800000000000009,0.21391366374552775,0.2139136637455659,0.21391366374553228,0.21391366374551557
0.1300000000000001,0.5573179930424679,0.5573179930425045,0.5573179930424721,0.5573179930424557
0.1320000000000001,0.899353217459642,0.8993532174596768,0.8993532174596461,0.8993532174596297
0.1340000000000001,1.239179094800238,1.2391790948002703,1.2391790948002417,1.2391790948002255
0.1360000000000001,1.5759608103395408,1.5759608103395706,1.5759608103395444,1.5759608103395286
0.1380000000000001,1.9088710276270642,1.9088710276270908,1.9088710276270677,1.908871027627052
0.1400000000000001,2.2370919209175337,2.237091920917557,2.2370919209175373,2.2370919209175213
0.1420000000000001,2.559817184237966,2.5598171842379855,2.5598171842379696,2.559817184237954
0.1440000000000001,2.87625401215528,2.876254012155296,2.8762540121552833,2.8762540121552678
0.1460000000000001,3.185625047378588,3.1856250473786,3.185625047378591,3.1856250473785757
0.1480000000000001,3.487170290411601,3.487170290411609,3.487170290411604,3.4871702904115893
0.1500000000000001,3.780148966564001,3.7801489665640045,3.780148966564004,3.7801489665639885
0.1520000000000001,4.063841345735213,4.063841345735212,4.063841345735215,4.063841345735201
0.1540000000000001,4.326410824910785,4.326411251058371,4.326411606994265,4.337550510500116
0.1560000000000001,4.5247113358626345,4.524709677112829,4.524711111325984,4.600604068153329
0.1580000000000001,4.713087067708865,4.713064482664965,4.713086653111938,4.852355802506021
0.16000000000000011,4.8918205805760016,4.891810456606376,4.891820227008735,5.092187261377762
0.16200000000000012,5.061203009874841,5.061208186536592,5.061202214011107,5.319509275883353
0.16400000000000012,5.2215289245559005,5.221542854086375,5.221528275455651,5.533763407782465
0.16600000000000012,5.373091949751341,5.373127373427698,5.373090767863312,5.734423321336524
0.16800000000000012,5.516181180580002,5.516239187478678,5.516179345686465,5.9209960763027
0.17000000000000012,5.651078381869711,5.651126356641236,5.6510768626446435,6.093023338888719
0.17200000000000013,5.7780559419291615,5.778052557743224,5.778055566232784,6.250082507693587
0.17400000000000013,5.89737450290988,5.897355909065773,5.897374243151886,6.3917877518683
