,0,1,2,3
0,6.062436504834637e-08,1.687180462308878e-08,2.2973237461114476e-08,4.0312411507377916e-08
1,1.5244027548759979e-06,4.2473626498739205e-07,5.78296129322334e-07,1.0144296486283773e-06
2,4.8998106756425e-06,1.36893196455378e-06,1.8635594310120536e-06,3.266447442118501e-06
3,1.0082481825758981e-05,2.8290258110524594e-06,3.85024698923647e-06,6.740403445235532e-06
4,1.6912170026694872e-05,4.773420295299938e-06,6.494280141761308e-06,1.1349970307012578e-05
5,2.5177703972564134e-05,7.160037284633948e-06,9.736995691254067e-06,1.6980600895617305e-05
6,3.4623516564860924e-05,9.937228624780836e-06,1.3506447466392457e-05,2.349237477955097e-05
7,4.4957546947862364e-05,1.3044893844058593e-05,1.7719002592486787e-05,3.072347523201778e-05
8,5.5860270916825476e-05,1.6415780771970878e-05,2.2281197055139e-05,3.8494210355344405e-05
9,6.6994580482259e-05,1.997694092584542e-05,2.709180938752429e-05,4.661147840107996e-05
10,7.801620711800168e-05,2.3651308169874714e-05,3.2044106472368486e-05,5.4873566323120826e-05
11,8.858436641030046e-05,2.7359366483211827e-05,3.7028211630984627e-05,6.307516232041994e-05
12,9.837229497949217e-05,3.102087074538754e-05,4.193354245854658e-05,7.10124578083346e-05
13,0.00010707735387675859,3.4556583299982086e-05,4.665126431731767e-05,7.848821203519836e-05
14,0.00011443038606285066,3.788998871603061e-05,5.1076705052148524e-05,8.531665348915731e-05
15,0.00012020403863917429,4.094894963845933e-05,5.511167735292043e-05,9.132809629582704e-05
16,0.00012421979251109374,4.3667267893726104e-05,5.866665723764949e-05,9.637315689004302e-05
17,0.0001263534821289805,4.5986117067186094e-05,6.166277032221835e-05,0.00010032646617785507
18,0.00012653913463877276,4.7855315550150796e-05,6.403354180734437e-05,0.00010308978494205367
19,0.0001247710097369936,4.923441250696133e-05,6.572637135580048e-05,0.00010459444507384075
20,0.00012110377715870114,5.009356326094694e-05,6.670370013676925e-05,0.00010480305596632586
21,0.00011565082631052316,5.04141751552697e-05,6.69438441441019e-05,0.00010371043366619342
22,0.00010858076031425058,5.01893099117501e-05,6.644147529963989e-05,0.00010134372969428002
23,0.00010011218286381906,4.9423833780331044e-05,6.520773966735311e-05,9.776175633380905e-05
24,9.050693908401261e-05,4.813431222983518e-05,6.327001015547605e-05,9.305352515291077e-05
25,8.006201938093445e-05,4.634865145898513e-05,6.0671279193443195e-05,8.733603507881125e-05
26,6.910037661402531e-05,4.410549448565323e-05,5.746920485830794e-05,8.075136498981697e-05
27,5.796094051911812e-05,4.1453384883415135e-05,5.3734831614250354e-05,7.346314307387074e-05
28,4.698813813267464e-05,3.8449716262765974e-05,4.955101404814298e-05,6.56524806895162e-05
29,3.652124424162795e-05,3.5159490231001606e-05,4.501057857377328e-05,5.75134717723905e-05
30,2.6883891138774955e-05,3.165390970942996e-05,4.021426389101505e-05,4.924836962641581e-05
31,1.837406203801177e-05,2.8008838049567395e-05,3.526848589500757e-05,4.1062560955702395e-05
32,1.125487754912601e-05,2.4303157294183447e-05,3.028297662533049e-05,3.315946203189768e-05
33,5.746460090760638e-06,2.061706111163718e-05,2.536834963984001e-05,2.573546382653124e-05
34,2.0191277907478074e-06,1.7030319345667512e-05,2.0633645830247473e-05,1.8975051721123644e-05
35,1.8812831576114588e-07,1.3620551737060792e-05,1.618391413046213e-05,1.304622106966471e-05
36,3.1007545823748895e-07,1.0461548175134698e-05,1.2117880794552397e-05,8.096302536096913e-06
37,2.381198659905866e-06,7.621671830036093e-06,8.525758956085618e-06,4.248300946648593e-06
38,6.337459595988686e-06,5.16237972324994e-06,5.487247068181182e-06,1.5978386360404583e-06
39,1.2056532215320957e-05,3.136892752265364e-06,3.0697606329130123e-06,2.1077924499214882e-07
40,1.936158501433233e-05,1.5890439510480787e-06,1.3269364527037447e-06,1.2159101742813378e-07
41,2.8026748598439276e-05,5.523299108127199e-07,2.9744258990422807e-07,1.3324902690973287e-06
42,3.778409947597557e-05,4.9185889050114673e-08,4.1204380002242574e-09,3.813386312445037e-06
43,4.833194414846907e-05,9.050029398578499e-08,4.534779393231741e-07,7.502629206233241e-06
44,5.934414735641061e-05,6.753790513843981e-07,1.6355451932506775e-06,1.2308541748511136e-05
45,7.048021605477261e-05,1.79116495297643e-06,3.524095658518976e-06,1.8111697643044317e-05
46,8.139582732568649e-05,3.413711567793148e-06,6.077228041828922e-06,2.4767889227106644e-05
47,9.175347470929268e-05,5.507905788765971e-06,9.238295962375808e-06,3.211171101300357e-05
48,0.00010123290377236337,8.02842770629597e-06,1.2937164765823825e-05,3.9960669992708594e-05
49,0.00010954101425095958,1.0920731364568566e-05,1.7091767602777865e-05,4.811972056520991e-05
50,0.00011642092259672513,1.412222517632178e-05,2.1609926247019428e-05,5.638611139408866e-05
51,0.00012165990471640542,1.7563626451021538e-05,2.6391396254989265e-05,6.455442375162379e-05
52,0.00012509597331816582,2.117046072345299e-05,3.1330091090537355e-05,7.242167614726328e-05
53,0.00012662288649573018,2.4864673436150707e-05,3.631643586825558e-05,7.97923683909939e-05
